feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__EPS8L2,100,50,1.0,0.17000000178813934,0.42,0.19,True,1.0,unimodal,0.71,True
TPM__TPM1,100,50,1.0,0.15000000596046448,0.4,0.19,True,1.0,unimodal,0.71,True
TPM__BAIAP2,100,50,1.0,0.18000000715255737,0.42,0.19,True,1.0,unimodal,0.71,True
TPM__NECTIN2,100,50,1.0,0.1599999964237213,0.4,0.18,True,1.0,unimodal,0.71,True
TPM__FCHO2,100,50,1.0,0.15000000596046448,0.37,0.22,True,1.0,unimodal,0.71,True
TPM__C11orf52,100,50,1.0,0.1899999976158142,0.44,0.18,True,1.0,unimodal,0.71,True
TPM__ADAM9,100,50,1.0,0.1599999964237213,0.42,0.22,True,1.0,unimodal,0.71,True
TPM__PCDH1,100,50,1.0,0.1899999976158142,0.48,0.23,True,1.0,unimodal,0.71,True
TPM__PPIC,100,50,1.0,0.2199999988079071,0.46,0.21,True,1.0,unimodal,0.71,True
TPM__SH3D19,100,50,1.0,0.18000000715255737,0.4,0.2,True,1.0,unimodal,0.71,True
TPM__GPR39,100,50,1.0,0.18000000715255737,0.45,0.2,True,1.0,unimodal,0.71,True
TPM__TM4SF1,100,50,1.0,0.17000000178813934,0.44,0.2,True,1.0,unimodal,0.71,True
TPM__WWC1,100,50,1.0,0.1899999976158142,0.45,0.17,True,1.0,unimodal,0.71,True
TPM__LMNA,100,50,1.0,0.18000000715255737,0.47,0.22,True,1.0,unimodal,0.71,True
TPM__TJP1,100,50,1.0,0.1899999976158142,0.38,0.19,True,1.0,unimodal,0.71,True
TPM__KRT8P45,100,50,1.0,0.1599999964237213,0.44,0.19,True,1.0,unimodal,0.71,True
TPM__CD151,100,50,1.0,0.18000000715255737,0.46,0.2,True,1.0,unimodal,0.71,True
TPM__S100A13,100,50,1.0,0.20000000298023224,0.45,0.2,True,1.0,unimodal,0.71,True
TPM__DAG1,100,50,1.0,0.1899999976158142,0.44,0.18,True,1.0,unimodal,0.71,True
TPM__AOPEP,100,50,1.0,0.15000000596046448,0.4,0.19,True,1.0,unimodal,0.71,True
TPM__KRT18,100,50,1.0,0.2199999988079071,0.48,0.18,True,1.0,unimodal,0.71,True
TPM__ANKRD1,99,49,0.99,0.10999999940395355,0.44,0.21,True,1.0,unimodal,0.71,True
TPM__GNG12,99,49,0.99,0.1599999964237213,0.39,0.18,True,1.0,unimodal,0.71,True
TPM__RHOH,99,49,0.99,0.1599999964237213,-0.35,0.2,True,1.0,unimodal,0.71,True
TPM__PPL,99,49,0.99,0.1899999976158142,0.46,0.18,True,1.0,unimodal,0.71,True
TPM__KRT8,99,49,0.99,0.2199999988079071,0.48,0.18,True,1.0,unimodal,0.71,True
TPM__EDN1,99,49,0.99,0.14000000059604645,0.45,0.24,True,1.0,unimodal,0.71,True
TPM__PRSS23,98,48,0.98,0.18000000715255737,0.47,0.19,True,1.0,unimodal,0.71,True
TPM__CDCP1,98,48,0.98,0.15000000596046448,0.43,0.18,True,1.0,unimodal,0.71,True
TPM__PXDC1,98,48,0.98,0.15000000596046448,0.39,0.2,True,1.0,unimodal,0.71,True
TPM__TUFT1,98,48,0.98,0.20000000298023224,0.45,0.19,True,1.0,unimodal,0.71,True
METH__LAMB2,97,47,0.97,0.12999999523162842,-0.17,0.19,True,0.992,unimodal,0.71,True
TPM__LTBR,97,47,0.97,0.18000000715255737,0.42,0.19,True,0.992,unimodal,0.71,True
TPM__MET,96,46,0.96,0.18000000715255737,0.44,0.18,True,0.832,unimodal,0.71,True
TPM__DSTN,96,46,0.96,0.15000000596046448,0.42,0.17,True,0.832,unimodal,0.71,True
TPM__BAG3,96,46,0.96,0.10000000149011612,0.33,0.18,True,0.832,unimodal,0.71,True
METH__MIR142,96,46,0.96,0.17000000178813934,0.35,0.19,True,0.832,unimodal,0.71,True
TPM__PTPN7,95,45,0.95,0.18000000715255737,-0.3,0.18,True,0.458,unimodal,0.71,True
TPM__RIN2,95,46,0.95,0.15000000596046448,0.39,0.19,True,0.832,unimodal,0.71,True
TPM__FAM78A,95,45,0.95,0.1899999976158142,-0.44,0.21,True,0.458,unimodal,0.71,True
TPM__CDH1,95,45,0.95,0.11999999731779099,0.36,0.18,True,0.458,unimodal,0.71,True
TPM__TMC8,95,45,0.95,0.07999999821186066,-0.19,0.17,True,0.458,unimodal,0.71,True
TPM__IL12RB1,94,44,0.94,0.1599999964237213,-0.29,0.19,True,0.181,unimodal,0.71,True
TPM__ACAP1,94,44,0.94,0.14000000059604645,-0.31,0.18,True,0.181,unimodal,0.71,True
TPM__IRAG2,93,43,0.93,0.15000000596046448,-0.28,0.2,True,0.053,unimodal,0.71,True
TPM__TRAF3IP3,93,43,0.93,0.17000000178813934,-0.38,0.18,True,0.053,unimodal,0.71,True
TPM__DSP,93,43,0.93,0.14000000059604645,0.39,0.18,True,0.053,unimodal,0.71,True
TPM__RN7SL689P,91,41,0.91,0.11999999731779099,0.4,0.18,False,0.002,worst_case,0.9,True
METH__TJP1,90,40,0.9,0.20999999344348907,-0.47,0.2,False,0.0,worst_case,0.9,True
