feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__BCL2L1,100,50,1.0,0.1599999964237213,0.38,0.14,True,1.0,unimodal,0.71,True
TPM__POLR1H,99,49,0.99,0.09000000357627869,-0.31,0.04,True,1.0,unimodal,0.71,True
TPM__EVL,91,41,0.91,0.10000000149011612,-0.32,0.06,False,0.002,worst_case,0.8946145617219917,True
