feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__EVA1A,100,50,1.0,0.14000000059604645,0.39,0.18,True,1.0,unimodal,0.71,True
TPM__EGFR,100,50,1.0,0.10999999940395355,0.36,0.17,True,1.0,unimodal,0.71,True
TPM__LINC00973,100,50,1.0,0.14000000059604645,0.44,0.17,True,1.0,unimodal,0.71,True
TPM__ARSJ,100,50,1.0,0.14000000059604645,0.4,0.17,True,1.0,unimodal,0.71,True
TPM__INSYN2B,100,50,1.0,0.10999999940395355,0.32,0.17,True,1.0,unimodal,0.71,True
TPM__ERRFI1,100,50,1.0,0.10999999940395355,0.35,0.17,True,1.0,unimodal,0.71,True
TPM__RPL29P19,100,50,1.0,0.03999999910593033,0.26,0.15,True,1.0,unimodal,0.71,True
TPM__LASTR,100,50,1.0,0.10000000149011612,0.41,0.17,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.05999999865889549,-0.25,0.16,True,1.0,unimodal,0.71,True
TPM__LINC02535,100,50,1.0,0.05999999865889549,0.38,0.21,True,1.0,unimodal,0.71,True
TPM__KRTAP2-3,100,50,1.0,0.09000000357627869,0.42,0.21,True,1.0,unimodal,0.71,True
TPM__LEISA1,100,50,1.0,0.10999999940395355,0.39,0.18,True,1.0,unimodal,0.71,True
TPM__PSG5,100,50,1.0,0.09000000357627869,0.38,0.18,True,1.0,unimodal,0.71,True
TPM__SERTAD4-AS1,100,50,1.0,0.09000000357627869,0.33,0.16,True,1.0,unimodal,0.71,True
TPM__IFNE,100,50,1.0,0.03999999910593033,0.3,0.17,True,1.0,unimodal,0.71,True
METH__EAF2,99,49,0.99,0.07000000029802322,0.25,0.17,True,1.0,unimodal,0.71,True
TPM__TBC1D3C,99,49,0.99,0.0,-0.02,0.17,True,1.0,unimodal,0.71,True
TPM__LINC02820,96,46,0.96,0.009999999776482582,-0.06,0.17,True,0.832,unimodal,0.71,True
METH__IQCB1,95,45,0.95,0.05999999865889549,0.23,0.21,True,0.458,unimodal,0.71,True
TPM__SNORA51,93,43,0.93,0.0,-0.07,0.16,True,0.053,unimodal,0.71,True
TPM__SLC7A5P1,93,43,0.93,0.0,-0.05,0.18,True,0.053,unimodal,0.71,True
TPM__CDH12P2,91,41,0.91,0.0,-0.03,0.17,False,0.002,worst_case,0.890745501285347,True
