feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__ARHGAP15,99,49,0.99,0.25999999046325684,-0.36,0.19,True,1.0,unimodal,0.7,True
TPM__ARHGAP30,97,47,0.97,0.2199999988079071,-0.24,0.18,True,0.992,unimodal,0.7,True
TPM__MIR142HG,97,47,0.97,0.25,-0.32,0.17,True,0.992,unimodal,0.7,True
TPM__NCKAP1L,96,46,0.96,0.2800000011920929,-0.39,0.22,True,0.832,unimodal,0.7,True
TPM__PERP,96,46,0.96,0.25,0.46,0.15,True,0.832,unimodal,0.7,True
TPM__CEP170B,95,45,0.95,0.27000001072883606,0.46,0.2,True,0.458,unimodal,0.7,True
TPM__ARHGAP19,93,43,0.93,0.20000000298023224,-0.43,0.19,True,0.053,unimodal,0.7,True
TPM__MFNG,92,42,0.92,0.17000000178813934,-0.26,0.18,False,0.013,worst_case,0.8897435897435897,True
TPM__TM4SF1-AS1,90,40,0.9,0.12999999523162842,0.46,0.19,False,0.0,worst_case,0.8897435897435897,True
TPM__IKZF1,90,40,0.9,0.25999999046325684,-0.37,0.18,False,0.0,worst_case,0.8897435897435897,True
TPM__SH3D19,89,39,0.89,0.2199999988079071,0.41,0.21,False,0.0,worst_case,0.8897435897435897,True
TPM__SDC4,89,39,0.89,0.25,0.45,0.19,False,0.0,worst_case,0.8897435897435897,True
