feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__CTSD,100,50,1.0,0.20000000298023224,0.46,0.14,True,1.0,unimodal,0.71,True
METH__IL10,98,48,0.98,0.2199999988079071,0.41,0.13,True,1.0,unimodal,0.71,True
