feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__KLF4,100,50,1.0,0.1599999964237213,-0.29,0.27,True,1.0,unimodal,0.71,True
METH__MAP4K1,100,50,1.0,0.2199999988079071,0.4,0.22,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,100,50,1.0,0.27000001072883606,-0.39,0.21,True,1.0,unimodal,0.71,True
TPM__NIBAN2,100,50,1.0,0.25,0.47,0.21,True,1.0,unimodal,0.71,True
METH__MIR142,100,50,1.0,0.25,0.36,0.27,True,1.0,unimodal,0.71,True
METH__FAM114A1,100,50,1.0,0.15000000596046448,-0.38,0.26,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.25999999046325684,-0.37,0.25,True,1.0,unimodal,0.71,True
TPM__CD151,100,50,1.0,0.2199999988079071,0.47,0.22,True,1.0,unimodal,0.71,True
TPM__SEPTIN6,100,50,1.0,0.2199999988079071,-0.43,0.22,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.25,0.4,0.21,True,1.0,unimodal,0.71,True
METH__TMEM51,100,50,1.0,0.15000000596046448,-0.2,0.27,True,1.0,unimodal,0.71,True
TPM__CTTN,100,50,1.0,0.23999999463558197,0.46,0.22,True,1.0,unimodal,0.71,True
METH__FAT1,100,50,1.0,0.20000000298023224,-0.34,0.21,True,1.0,unimodal,0.71,True
TPM__FKBP9,100,50,1.0,0.2199999988079071,0.38,0.21,True,1.0,unimodal,0.71,True
TPM__RCSD1,100,50,1.0,0.20999999344348907,-0.28,0.22,True,1.0,unimodal,0.71,True
METH__OSM,100,50,1.0,0.27000001072883606,0.46,0.22,True,1.0,unimodal,0.71,True
METH__PCGF2,100,50,1.0,0.14000000059604645,-0.28,0.23,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.2800000011920929,-0.37,0.23,True,1.0,unimodal,0.71,True
TPM__ARHGAP29,100,50,1.0,0.20000000298023224,0.45,0.21,True,1.0,unimodal,0.71,True
METH__PTPRK,100,50,1.0,0.1599999964237213,-0.36,0.23,True,1.0,unimodal,0.71,True
METH__LRIG3,100,50,1.0,0.1899999976158142,-0.32,0.22,True,1.0,unimodal,0.71,True
METH__ABHD10,100,50,1.0,0.23000000417232513,-0.42,0.21,True,1.0,unimodal,0.71,True
TPM__PTPN7,100,50,1.0,0.27000001072883606,-0.34,0.24,True,1.0,unimodal,0.71,True
METH__DSTN,100,50,1.0,0.1899999976158142,-0.35,0.25,True,1.0,unimodal,0.71,True
TPM__ARHGAP30,100,50,1.0,0.2199999988079071,-0.27,0.21,True,1.0,unimodal,0.71,True
METH__AADAT,98,48,0.98,0.15000000596046448,-0.32,0.22,True,1.0,unimodal,0.71,True
METH__LAPTM4A,98,48,0.98,0.14000000059604645,-0.29,0.22,True,1.0,unimodal,0.71,True
METH__AGPHD1,98,48,0.98,0.07999999821186066,-0.25,0.22,True,1.0,unimodal,0.71,True
METH__NPAS2,97,47,0.97,0.1899999976158142,-0.38,0.21,True,0.992,unimodal,0.71,True
METH__INTU,95,45,0.95,0.20999999344348907,-0.34,0.29,True,0.458,unimodal,0.71,True
MUT__KRAS,95,45,0.95,0.029999999329447746,0.17,0.28,True,0.458,unimodal,0.71,True
METH__LNPEP,91,41,0.91,0.14000000059604645,0.31,0.23,False,0.002,worst_case,0.8934426229508197,True
METH__PPP1R13L,90,40,0.9,0.10000000149011612,-0.33,0.21,False,0.0,worst_case,0.8934426229508197,True
