feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__LINC00702,100,50,1.0,0.09000000357627869,0.42,0.23,True,1.0,unimodal,0.71,True
METH__OPHN1,100,50,1.0,0.09000000357627869,-0.28,0.21,True,1.0,unimodal,0.71,True
TPM__LEISA1,100,50,1.0,0.12999999523162842,0.47,0.21,True,1.0,unimodal,0.71,True
TPM__KRTAP2-3,100,50,1.0,0.10000000149011612,0.43,0.25,True,1.0,unimodal,0.71,True
METH__TEAD4,100,50,1.0,0.07999999821186066,-0.28,0.22,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.18000000715255737,-0.34,0.21,True,1.0,unimodal,0.71,True
TPM__CGB8,100,50,1.0,0.05999999865889549,0.35,0.21,True,1.0,unimodal,0.71,True
METH__THOC6,100,50,1.0,0.10999999940395355,-0.36,0.23,True,1.0,unimodal,0.71,True
TPM__CDK15,100,50,1.0,0.07000000029802322,0.4,0.25,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.11999999731779099,-0.36,0.23,True,1.0,unimodal,0.71,True
TPM__MATN3,100,50,1.0,0.09000000357627869,0.43,0.21,True,1.0,unimodal,0.71,True
METH__COMTD1,100,50,1.0,0.05000000074505806,0.26,0.22,True,1.0,unimodal,0.71,True
METH__SLBP,100,50,1.0,0.03999999910593033,0.28,0.24,True,1.0,unimodal,0.71,True
TPM__LINC00973,100,50,1.0,0.17000000178813934,0.5,0.22,True,1.0,unimodal,0.71,True
TPM__GNG12,100,50,1.0,0.23999999463558197,0.51,0.21,True,1.0,unimodal,0.71,True
METH__FAT1,100,50,1.0,0.12999999523162842,-0.31,0.24,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.11999999731779099,-0.17,0.24,True,1.0,unimodal,0.71,True
METH__DSTN,100,50,1.0,0.12999999523162842,-0.35,0.24,True,1.0,unimodal,0.71,True
METH__EAF2,100,50,1.0,0.10000000149011612,0.3,0.22,True,1.0,unimodal,0.71,True
TPM__RCSD1,100,50,1.0,0.15000000596046448,-0.23,0.22,True,1.0,unimodal,0.71,True
METH__IQCB1,100,50,1.0,0.10000000149011612,0.29,0.23,True,1.0,unimodal,0.71,True
METH__LNPEP,100,50,1.0,0.07999999821186066,0.27,0.21,True,1.0,unimodal,0.71,True
METH__TOP2A,99,49,0.99,0.07999999821186066,-0.28,0.21,True,1.0,unimodal,0.71,True
METH__PLK2,98,48,0.98,0.05999999865889549,-0.26,0.2,True,1.0,unimodal,0.71,True
METH__TBC1D9,98,48,0.98,0.05999999865889549,-0.25,0.21,True,1.0,unimodal,0.71,True
METH__DHX57,97,47,0.97,0.03999999910593033,-0.13,0.21,True,0.992,unimodal,0.71,True
METH__KLF4,96,46,0.96,0.07999999821186066,-0.22,0.21,True,0.832,unimodal,0.71,True
METH__EFNA5,96,46,0.96,0.07000000029802322,-0.28,0.23,True,0.832,unimodal,0.71,True
METH__RAPH1,92,42,0.92,0.03999999910593033,-0.25,0.24,False,0.013,worst_case,0.8976081812035159,True
METH__ARPC5,92,42,0.92,0.05000000074505806,-0.22,0.23,False,0.013,worst_case,0.8976081812035159,True
