feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__SPR,100,50,1.0,0.10999999940395355,-0.31,0.2,True,1.0,unimodal,0.71,True
TPM__TGFBI,100,50,1.0,0.10000000149011612,0.31,0.19,True,1.0,unimodal,0.71,True
METH__COTL1,100,50,1.0,0.07000000029802322,-0.29,0.22,True,1.0,unimodal,0.71,True
TPM__TM4SF1,100,50,1.0,0.15000000596046448,0.38,0.19,True,1.0,unimodal,0.71,True
TPM__RASGRP2,100,50,1.0,0.1599999964237213,-0.29,0.2,True,1.0,unimodal,0.71,True
TPM__KRT18,100,50,1.0,0.1899999976158142,0.42,0.19,True,1.0,unimodal,0.71,True
TPM__RCSD1,100,50,1.0,0.1599999964237213,-0.24,0.2,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.18000000715255737,-0.28,0.22,True,1.0,unimodal,0.71,True
TPM__CD151,100,50,1.0,0.1599999964237213,0.4,0.18,True,1.0,unimodal,0.71,True
METH__PCGF2,100,50,1.0,0.10999999940395355,-0.25,0.19,True,1.0,unimodal,0.71,True
METH__RHOC,100,50,1.0,0.10000000149011612,-0.34,0.2,True,1.0,unimodal,0.71,True
METH__LRP6,100,50,1.0,0.07000000029802322,-0.22,0.19,True,1.0,unimodal,0.71,True
METH__THBS1,100,50,1.0,0.1599999964237213,-0.37,0.19,True,1.0,unimodal,0.71,True
TPM__BCAR1,100,50,1.0,0.18000000715255737,0.36,0.18,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.11999999731779099,-0.36,0.22,True,1.0,unimodal,0.71,True
TPM__ARHGAP15,100,50,1.0,0.17000000178813934,-0.27,0.21,True,1.0,unimodal,0.71,True
METH__ZNF697,100,50,1.0,0.11999999731779099,-0.25,0.19,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.1899999976158142,0.39,0.23,True,1.0,unimodal,0.71,True
METH__MIR574,100,50,1.0,0.1599999964237213,-0.39,0.25,True,1.0,unimodal,0.71,True
METH__S100A1,100,50,1.0,0.10000000149011612,-0.29,0.18,True,1.0,unimodal,0.71,True
METH__LAMB2,100,50,1.0,0.12999999523162842,-0.11,0.25,True,1.0,unimodal,0.71,True
METH__FAM114A1,100,50,1.0,0.15000000596046448,-0.39,0.25,True,1.0,unimodal,0.71,True
METH__LRIG3,99,49,0.99,0.12999999523162842,-0.31,0.23,True,1.0,unimodal,0.71,True
METH__INTU,99,49,0.99,0.14000000059604645,-0.28,0.19,True,1.0,unimodal,0.71,True
METH__SPAG9,99,49,0.99,0.12999999523162842,-0.32,0.19,True,1.0,unimodal,0.71,True
METH__ABCD3,98,48,0.98,0.07999999821186066,-0.26,0.19,True,1.0,unimodal,0.71,True
METH__RAB13,97,47,0.97,0.10999999940395355,-0.23,0.22,True,0.992,unimodal,0.71,True
METH__TCEANC,97,47,0.97,0.05999999865889549,-0.3,0.19,True,0.992,unimodal,0.71,True
MUT__KRAS,95,45,0.95,0.03999999910593033,0.16,0.23,True,0.458,unimodal,0.71,True
METH__C9orf150,95,45,0.95,0.15000000596046448,-0.27,0.2,True,0.458,unimodal,0.71,True
METH__GPX4,93,43,0.93,0.05999999865889549,-0.3,0.19,True,0.053,unimodal,0.71,True
METH__AP1B1,92,42,0.92,0.10000000149011612,0.25,0.21,False,0.013,worst_case,0.8958762886597937,True
METH__RGMB,92,42,0.92,0.09000000357627869,-0.25,0.2,False,0.013,worst_case,0.8958762886597937,True
METH__ARHGEF12,91,41,0.91,0.09000000357627869,-0.21,0.2,False,0.002,worst_case,0.8958762886597937,True
TPM__RPL29P19,91,41,0.91,0.009999999776482582,0.11,0.22,False,0.002,worst_case,0.8958762886597937,True
METH__GABARAPL1,90,40,0.9,0.05000000074505806,-0.27,0.21,False,0.0,worst_case,0.8958762886597937,True
