feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__RHBDF1,100,50,1.0,0.36000001430511475,0.51,0.2,True,1.0,unimodal,0.71,True
TPM__C19orf33,100,50,1.0,0.3499999940395355,0.58,0.23,True,1.0,unimodal,0.71,True
TPM__KRT8,100,50,1.0,0.4099999964237213,0.64,0.28,True,1.0,unimodal,0.71,True
TPM__KRT18,100,50,1.0,0.4300000071525574,0.65,0.29,True,1.0,unimodal,0.71,True
TPM__TNFRSF12A,97,47,0.97,0.3499999940395355,0.49,0.28,True,0.992,unimodal,0.71,True
TPM__ITGA3,97,47,0.97,0.3100000023841858,0.49,0.25,True,0.992,unimodal,0.71,True
TPM__GPRC5A,97,47,0.97,0.36000001430511475,0.6,0.23,True,0.992,unimodal,0.71,True
TPM__CARD10,96,46,0.96,0.28999999165534973,0.47,0.24,True,0.832,unimodal,0.71,True
TPM__IL13RA1,96,46,0.96,0.28999999165534973,0.41,0.25,True,0.832,unimodal,0.71,True
TPM__CEP170B,95,45,0.95,0.3700000047683716,0.58,0.23,True,0.458,unimodal,0.71,True
TPM__PCDH1,93,43,0.93,0.3100000023841858,0.59,0.32,True,0.053,unimodal,0.71,True
TPM__TSPAN1,93,43,0.93,0.28999999165534973,0.59,0.25,True,0.053,unimodal,0.71,True
TPM__TPM1,91,41,0.91,0.20000000298023224,0.38,0.21,False,0.002,worst_case,0.890745501285347,True
