feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__SLC22A3,100,50,1.0,0.029999999329447746,0.2,0.16,True,1.0,unimodal,0.71,True
METH__AP1B1,100,50,1.0,0.07000000029802322,0.27,0.17,True,1.0,unimodal,0.71,True
METH__RAPH1,100,50,1.0,0.03999999910593033,-0.26,0.2,True,1.0,unimodal,0.71,True
METH__PTGR2,100,50,1.0,0.03999999910593033,-0.25,0.2,True,1.0,unimodal,0.71,True
METH__CCDC12,100,50,1.0,0.11999999731779099,-0.3,0.17,True,1.0,unimodal,0.71,True
METH__EVL,100,50,1.0,0.10999999940395355,0.27,0.17,True,1.0,unimodal,0.71,True
METH__EIF3J,100,50,1.0,0.09000000357627869,-0.3,0.17,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.12999999523162842,-0.21,0.18,True,1.0,unimodal,0.71,True
METH__LCA5,100,50,1.0,0.09000000357627869,-0.26,0.18,True,1.0,unimodal,0.71,True
METH__ABCD3,100,50,1.0,0.05000000074505806,-0.22,0.17,True,1.0,unimodal,0.71,True
METH__LRBA,99,49,0.99,0.0,-0.13,0.19,True,1.0,unimodal,0.71,True
TPM__MIR3648-1,99,49,0.99,0.019999999552965164,-0.12,0.18,True,1.0,unimodal,0.71,True
METH__ZNF697,99,49,0.99,0.09000000357627869,-0.24,0.17,True,1.0,unimodal,0.71,True
CNV__NFATC2,98,48,0.98,0.05000000074505806,0.22,0.17,True,1.0,unimodal,0.71,True
TPM__ATP5F1EP2,97,47,0.97,0.019999999552965164,0.14,0.17,True,0.992,unimodal,0.71,True
METH__ZNF57,97,47,0.97,0.05000000074505806,-0.21,0.17,True,0.992,unimodal,0.71,True
METH__C6orf217,95,45,0.95,0.03999999910593033,-0.24,0.17,True,0.458,unimodal,0.71,True
METH__ATP6V1D,94,44,0.94,0.07000000029802322,-0.2,0.19,True,0.181,unimodal,0.71,True
METH__DNAJA2,94,44,0.94,0.029999999329447746,0.13,0.17,True,0.181,unimodal,0.71,True
METH__CMTM1,93,43,0.93,0.03999999910593033,0.17,0.19,True,0.053,unimodal,0.71,True
METH__PPAPDC1B,93,43,0.93,0.03999999910593033,-0.17,0.2,True,0.053,unimodal,0.71,True
METH__ACY1,93,43,0.93,0.029999999329447746,-0.12,0.17,True,0.053,unimodal,0.71,True
METH__DUSP6,93,43,0.93,0.03999999910593033,-0.14,0.17,True,0.053,unimodal,0.71,True
TPM__CYCSP6,91,41,0.91,0.0,0.04,0.15,False,0.002,worst_case,0.8918367346938776,True
METH__PCCA,91,41,0.91,0.05000000074505806,-0.22,0.16,False,0.002,worst_case,0.8918367346938776,True
TPM__MIR3648-2,91,41,0.91,0.019999999552965164,-0.12,0.18,False,0.002,worst_case,0.8918367346938776,True
TPM__RNA5SP187,90,40,0.9,0.019999999552965164,-0.15,0.17,False,0.0,worst_case,0.8918367346938776,True
