feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__ZNF697,100,50,1.0,0.10999999940395355,-0.18,0.21,True,1.0,unimodal,0.71,True
METH__KLF4,100,50,1.0,0.11999999731779099,-0.19,0.22,True,1.0,unimodal,0.71,True
METH__ATP6V1D,100,50,1.0,0.09000000357627869,-0.19,0.24,True,1.0,unimodal,0.71,True
METH__C9orf150,100,50,1.0,0.07999999821186066,-0.21,0.2,True,1.0,unimodal,0.71,True
METH__ZNF230,100,50,1.0,0.05999999865889549,-0.18,0.18,True,1.0,unimodal,0.71,True
METH__TEAD4,100,50,1.0,0.10000000149011612,-0.21,0.21,True,1.0,unimodal,0.71,True
METH__LNPEP,100,50,1.0,0.12999999523162842,0.22,0.23,True,1.0,unimodal,0.71,True
METH__DDX50,100,50,1.0,0.05999999865889549,-0.13,0.2,True,1.0,unimodal,0.71,True
METH__TEAD1,99,49,0.99,0.07999999821186066,-0.15,0.18,True,1.0,unimodal,0.71,True
METH__WIBG,99,49,0.99,0.07000000029802322,0.18,0.2,True,1.0,unimodal,0.71,True
METH__PTGR2,99,49,0.99,0.03999999910593033,-0.19,0.2,True,1.0,unimodal,0.71,True
METH__DGKH,99,49,0.99,0.05000000074505806,-0.16,0.19,True,1.0,unimodal,0.71,True
METH__LRP6,99,49,0.99,0.07999999821186066,-0.2,0.2,True,1.0,unimodal,0.71,True
METH__ZNF74,99,49,0.99,0.07000000029802322,-0.12,0.22,True,1.0,unimodal,0.71,True
METH__BHLHE41,98,48,0.98,0.05000000074505806,-0.11,0.2,True,1.0,unimodal,0.71,True
METH__MIR1915,98,48,0.98,0.05999999865889549,-0.18,0.22,True,1.0,unimodal,0.71,True
TPM__RNVU1-26,98,48,0.98,0.05999999865889549,-0.17,0.2,True,1.0,unimodal,0.71,True
METH__S1PR2,97,47,0.97,0.0,0.0,0.19,True,0.992,unimodal,0.71,True
METH__MRPS35,96,46,0.96,0.05999999865889549,-0.18,0.19,True,0.832,unimodal,0.71,True
CNV__MAML2,95,45,0.95,0.029999999329447746,0.18,0.22,True,0.458,unimodal,0.71,True
METH__TOP2A,91,41,0.91,0.07000000029802322,-0.14,0.22,False,0.002,worst_case,0.8934426229508197,True
CNV__BIRC3,91,41,0.91,0.019999999552965164,0.19,0.21,False,0.002,worst_case,0.8934426229508197,True
MUT__KRAS,91,41,0.91,0.019999999552965164,0.15,0.23,False,0.002,worst_case,0.8934426229508197,True
