feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__BCL2L1,99,49,0.99,0.12999999523162842,0.32,0.11,True,1.0,unimodal,0.7,True
TPM__ZBED4,94,44,0.94,0.10999999940395355,-0.34,0.09,True,0.181,unimodal,0.7,True
TPM__SLC38A5,94,44,0.94,0.09000000357627869,-0.27,0.07,True,0.181,unimodal,0.7,True
TPM__FN1,92,42,0.92,0.09000000357627869,0.3,0.03,False,0.013,worst_case,0.885957955465587,True
TPM__GPAT3,90,40,0.9,0.11999999731779099,0.36,0.14,False,0.0,worst_case,0.885957955465587,True
