feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__HRCT1,100,50,1.0,0.11999999731779099,0.5,0.23,True,1.0,unimodal,0.71,True
TPM__CARD10,100,50,1.0,0.2800000011920929,0.48,0.25,True,1.0,unimodal,0.71,True
TPM__KRT18,100,50,1.0,0.33000001311302185,0.53,0.24,True,1.0,unimodal,0.71,True
TPM__MFNG,100,50,1.0,0.27000001072883606,-0.3,0.24,True,1.0,unimodal,0.71,True
TPM__ARHGAP30,100,50,1.0,0.3100000023841858,-0.33,0.24,True,1.0,unimodal,0.71,True
METH__MIR142,100,50,1.0,0.3400000035762787,0.41,0.24,True,1.0,unimodal,0.71,True
TPM__PTPN7,100,50,1.0,0.36000001430511475,-0.33,0.27,True,1.0,unimodal,0.71,True
METH__ANKRD44,100,50,1.0,0.27000001072883606,0.43,0.23,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.3700000047683716,-0.38,0.26,True,1.0,unimodal,0.71,True
TPM__ARHGAP15,100,50,1.0,0.33000001311302185,-0.35,0.26,True,1.0,unimodal,0.71,True
TPM__PDE1B,100,50,1.0,0.2800000011920929,-0.4,0.23,True,1.0,unimodal,0.71,True
TPM__IL13RA1,100,50,1.0,0.30000001192092896,0.42,0.25,True,1.0,unimodal,0.71,True
TPM__LAMB2,100,50,1.0,0.33000001311302185,0.47,0.27,True,1.0,unimodal,0.71,True
TPM__ANXA2,100,50,1.0,0.2800000011920929,0.54,0.26,True,1.0,unimodal,0.71,True
METH__LAMB2,100,50,1.0,0.2800000011920929,-0.22,0.23,True,1.0,unimodal,0.71,True
TPM__AMOTL2,100,50,1.0,0.3400000035762787,0.51,0.24,True,1.0,unimodal,0.71,True
METH__ERBB2,100,50,1.0,0.28999999165534973,-0.49,0.25,True,1.0,unimodal,0.71,True
TPM__ARHGAP9,100,50,1.0,0.36000001430511475,-0.46,0.31,True,1.0,unimodal,0.71,True
METH__PRIC285,100,50,1.0,0.3199999928474426,0.46,0.31,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.3799999952316284,-0.34,0.29,True,1.0,unimodal,0.71,True
TPM__ADAM9,100,50,1.0,0.2800000011920929,0.51,0.24,True,1.0,unimodal,0.71,True
TPM__NIBAN2,100,50,1.0,0.33000001311302185,0.52,0.23,True,1.0,unimodal,0.71,True
TPM__CD151,100,50,1.0,0.30000001192092896,0.51,0.25,True,1.0,unimodal,0.71,True
TPM__GPR39,100,50,1.0,0.23999999463558197,0.48,0.24,True,1.0,unimodal,0.71,True
TPM__DAG1,100,50,1.0,0.28999999165534973,0.47,0.25,True,1.0,unimodal,0.71,True
TPM__PPIC,100,50,1.0,0.3100000023841858,0.47,0.25,True,1.0,unimodal,0.71,True
TPM__PPP1R16B,99,49,0.99,0.27000001072883606,-0.36,0.28,True,1.0,unimodal,0.71,True
TPM__RCSD1,99,49,0.99,0.3400000035762787,-0.32,0.23,True,1.0,unimodal,0.71,True
METH__CCM2,99,49,0.99,0.3700000047683716,0.47,0.3,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,99,49,0.99,0.3199999928474426,-0.4,0.26,True,1.0,unimodal,0.71,True
TPM__CEP170B,98,48,0.98,0.30000001192092896,0.46,0.23,True,1.0,unimodal,0.71,True
TPM__MATN3,98,48,0.98,0.12999999523162842,0.48,0.23,True,1.0,unimodal,0.71,True
TPM__FCHO2,98,48,0.98,0.25,0.4,0.23,True,1.0,unimodal,0.71,True
TPM__THSD4,98,48,0.98,0.20999999344348907,0.47,0.24,True,1.0,unimodal,0.71,True
METH__DSTN,98,48,0.98,0.28999999165534973,-0.42,0.34,True,1.0,unimodal,0.71,True
METH__MAP4K1,98,48,0.98,0.3100000023841858,0.46,0.24,True,1.0,unimodal,0.71,True
TPM__WWTR1-AS1,97,47,0.97,0.15000000596046448,0.43,0.23,True,0.992,unimodal,0.71,True
TPM__CD53,97,47,0.97,0.3400000035762787,-0.34,0.25,True,0.992,unimodal,0.71,True
TPM__CD38,97,47,0.97,0.2800000011920929,-0.32,0.25,True,0.992,unimodal,0.71,True
TPM__RPL34,97,47,0.97,0.14000000059604645,-0.38,0.23,True,0.992,unimodal,0.71,True
TPM__GATA6-AS1,97,47,0.97,0.10000000149011612,0.45,0.25,True,0.992,unimodal,0.71,True
METH__PTPN14,96,46,0.96,0.27000001072883606,-0.45,0.32,True,0.832,unimodal,0.71,True
TPM__PIK3CG,94,44,0.94,0.30000001192092896,-0.3,0.29,True,0.181,unimodal,0.71,True
TPM__PAX5,93,43,0.93,0.18000000715255737,-0.29,0.26,True,0.053,unimodal,0.71,True
METH__BIN2,93,43,0.93,0.30000001192092896,0.42,0.27,True,0.053,unimodal,0.71,True
METH__TMEM51,93,43,0.93,0.23000000417232513,-0.29,0.28,True,0.053,unimodal,0.71,True
METH__TMEM149,93,43,0.93,0.2800000011920929,0.41,0.29,True,0.053,unimodal,0.71,True
METH__RAVER1,92,42,0.92,0.27000001072883606,-0.33,0.24,False,0.013,worst_case,0.89680330634278,True
