feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__ERBB2,100,50,1.0,0.25,-0.38,0.18,True,1.0,unimodal,0.71,True
TPM__YAP1,100,50,1.0,0.3400000035762787,0.46,0.21,True,1.0,unimodal,0.71,True
TPM__GNG12,100,50,1.0,0.25999999046325684,0.46,0.18,True,1.0,unimodal,0.71,True
TPM__S100A10,100,50,1.0,0.23999999463558197,0.43,0.17,True,1.0,unimodal,0.71,True
METH__LOC730811,100,50,1.0,0.27000001072883606,-0.33,0.2,True,1.0,unimodal,0.71,True
TPM__HAUS1,100,50,1.0,0.17000000178813934,-0.37,0.18,True,1.0,unimodal,0.71,True
TPM__ANXA2,100,50,1.0,0.27000001072883606,0.46,0.2,True,1.0,unimodal,0.71,True
TPM__EPB41,100,50,1.0,0.2199999988079071,-0.46,0.21,True,1.0,unimodal,0.71,True
TPM__ITGB5,100,50,1.0,0.30000001192092896,0.44,0.2,True,1.0,unimodal,0.71,True
TPM__LMNA,100,50,1.0,0.28999999165534973,0.47,0.21,True,1.0,unimodal,0.71,True
METH__MIR1200,100,50,1.0,0.1599999964237213,-0.4,0.21,True,1.0,unimodal,0.71,True
METH__BCL9L,100,50,1.0,0.25999999046325684,-0.41,0.19,True,1.0,unimodal,0.71,True
TPM__CDC42EP1,100,50,1.0,0.23000000417232513,0.4,0.2,True,1.0,unimodal,0.71,True
TPM__ANXA2P2,100,50,1.0,0.23000000417232513,0.42,0.2,True,1.0,unimodal,0.71,True
TPM__BCL2,100,50,1.0,0.3700000047683716,-0.45,0.24,True,1.0,unimodal,0.71,True
TPM__TMBIM1,100,50,1.0,0.18000000715255737,0.34,0.17,True,1.0,unimodal,0.71,True
TPM__SYDE1,100,50,1.0,0.18000000715255737,0.42,0.19,True,1.0,unimodal,0.71,True
TPM__MAP4K1,100,50,1.0,0.1899999976158142,-0.36,0.19,True,1.0,unimodal,0.71,True
TPM__SAMD4A,100,50,1.0,0.18000000715255737,0.4,0.18,True,1.0,unimodal,0.71,True
TPM__MYB,100,50,1.0,0.2800000011920929,-0.44,0.21,True,1.0,unimodal,0.71,True
TPM__NQO1,100,50,1.0,0.2199999988079071,0.41,0.19,True,1.0,unimodal,0.71,True
TPM__RHBDF1,100,50,1.0,0.27000001072883606,0.41,0.24,True,1.0,unimodal,0.71,True
TPM__ITPRIPL2,100,50,1.0,0.20999999344348907,0.39,0.18,True,1.0,unimodal,0.71,True
TPM__GPX8,100,50,1.0,0.2800000011920929,0.49,0.19,True,1.0,unimodal,0.71,True
TPM__MIR22HG,100,50,1.0,0.25999999046325684,0.44,0.19,True,1.0,unimodal,0.71,True
