feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__MIR574,100,50,1.0,0.10999999940395355,-0.4,0.29,True,1.0,unimodal,0.71,True
METH__C9orf150,100,50,1.0,0.14000000059604645,-0.33,0.23,True,1.0,unimodal,0.71,True
METH__ZNF697,100,50,1.0,0.11999999731779099,-0.25,0.24,True,1.0,unimodal,0.71,True
TPM__NCKAP1,100,50,1.0,0.17000000178813934,0.29,0.23,True,1.0,unimodal,0.71,True
TPM__PLA2R1,100,50,1.0,0.10999999940395355,0.41,0.21,True,1.0,unimodal,0.71,True
TPM__SH3TC2-DT,100,50,1.0,0.07000000029802322,0.41,0.24,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,100,50,1.0,0.20000000298023224,-0.34,0.24,True,1.0,unimodal,0.71,True
TPM__CCL26,100,50,1.0,0.05000000074505806,0.33,0.22,True,1.0,unimodal,0.71,True
TPM__PDE1B,100,50,1.0,0.1599999964237213,-0.37,0.22,True,1.0,unimodal,0.71,True
METH__DSTN,100,50,1.0,0.1599999964237213,-0.38,0.25,True,1.0,unimodal,0.71,True
TPM__NIBAN2,100,50,1.0,0.20000000298023224,0.46,0.22,True,1.0,unimodal,0.71,True
METH__S100A2,100,50,1.0,0.10999999940395355,-0.41,0.2,True,1.0,unimodal,0.71,True
METH__SNORD125,100,50,1.0,0.10000000149011612,0.36,0.21,True,1.0,unimodal,0.71,True
TPM__MYOF,100,50,1.0,0.2199999988079071,0.46,0.23,True,1.0,unimodal,0.71,True
TPM__GPRC5A,100,50,1.0,0.20999999344348907,0.47,0.23,True,1.0,unimodal,0.71,True
TPM__PSG5,100,50,1.0,0.05000000074505806,0.35,0.22,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.20000000298023224,0.39,0.22,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.14000000059604645,-0.39,0.21,True,1.0,unimodal,0.71,True
METH__FAM114A1,100,50,1.0,0.10999999940395355,-0.4,0.29,True,1.0,unimodal,0.71,True
TPM__ABCC3,100,50,1.0,0.1899999976158142,0.47,0.22,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.20000000298023224,-0.29,0.22,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.1599999964237213,-0.24,0.22,True,1.0,unimodal,0.71,True
TPM__IFNWP19,99,49,0.99,0.07000000029802322,0.33,0.19,True,1.0,unimodal,0.71,True
METH__NRP1,99,49,0.99,0.11999999731779099,-0.31,0.24,True,1.0,unimodal,0.71,True
METH__GPX4,97,47,0.97,0.07000000029802322,-0.35,0.22,True,0.992,unimodal,0.71,True
METH__TOP2A,94,44,0.94,0.09000000357627869,-0.27,0.25,True,0.181,unimodal,0.71,True
METH__ANXA4,94,44,0.94,0.05999999865889549,-0.33,0.22,True,0.181,unimodal,0.71,True
METH__PPIC,93,44,0.93,0.12999999523162842,-0.33,0.24,True,0.181,unimodal,0.71,True
METH__C1orf100,91,41,0.91,0.03999999910593033,0.22,0.22,False,0.002,worst_case,0.8918367346938776,True
METH__SPAG9,91,41,0.91,0.10000000149011612,-0.34,0.25,False,0.002,worst_case,0.8918367346938776,True
METH__ITGB8,90,41,0.9,0.10000000149011612,-0.34,0.2,False,0.002,worst_case,0.8918367346938776,True
TPM__RPL29P19,90,42,0.9,0.019999999552965164,0.22,0.2,False,0.013,worst_case,0.8918367346938776,True
METH__C6orf217,90,40,0.9,0.05999999865889549,-0.31,0.25,False,0.0,worst_case,0.8918367346938776,True
