feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__NPAS2,100,50,1.0,0.1599999964237213,-0.4,0.17,True,1.0,unimodal,0.71,True
TPM__CCN1,100,50,1.0,0.1899999976158142,0.43,0.18,True,1.0,unimodal,0.71,True
METH__PSMB8,100,50,1.0,0.029999999329447746,0.25,0.18,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,100,50,1.0,0.18000000715255737,-0.31,0.19,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.1899999976158142,-0.28,0.21,True,1.0,unimodal,0.71,True
TPM__RPL18A,100,50,1.0,0.10000000149011612,-0.38,0.18,True,1.0,unimodal,0.71,True
TPM__LINC02535,100,50,1.0,0.07000000029802322,0.41,0.19,True,1.0,unimodal,0.71,True
TPM__CCL26,100,50,1.0,0.029999999329447746,0.27,0.18,True,1.0,unimodal,0.71,True
TPM__CTTN,100,50,1.0,0.17000000178813934,0.43,0.19,True,1.0,unimodal,0.71,True
TPM__WAS,100,50,1.0,0.20000000298023224,-0.39,0.18,True,1.0,unimodal,0.71,True
TPM__CD53,100,50,1.0,0.1599999964237213,-0.25,0.17,True,1.0,unimodal,0.71,True
METH__ITPRIPL2,100,50,1.0,0.14000000059604645,-0.35,0.17,True,1.0,unimodal,0.71,True
TPM__P4HA2,100,50,1.0,0.12999999523162842,0.35,0.18,True,1.0,unimodal,0.71,True
TPM__ARHGAP30,100,50,1.0,0.1599999964237213,-0.31,0.18,True,1.0,unimodal,0.71,True
METH__TJP1,100,50,1.0,0.20999999344348907,-0.42,0.2,True,1.0,unimodal,0.71,True
METH__MIR142,100,50,1.0,0.1599999964237213,0.28,0.18,True,1.0,unimodal,0.71,True
METH__THOC6,100,50,1.0,0.11999999731779099,-0.3,0.19,True,1.0,unimodal,0.71,True
TPM__EPHA2,100,50,1.0,0.23000000417232513,0.46,0.19,True,1.0,unimodal,0.71,True
TPM__S100A6,100,50,1.0,0.20000000298023224,0.46,0.18,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.1899999976158142,0.38,0.2,True,1.0,unimodal,0.71,True
METH__EIF3K,100,50,1.0,0.17000000178813934,0.36,0.19,True,1.0,unimodal,0.71,True
TPM__RASGRP2,100,50,1.0,0.15000000596046448,-0.33,0.18,True,1.0,unimodal,0.71,True
TPM__TM4SF18,100,50,1.0,0.05999999865889549,0.35,0.19,True,1.0,unimodal,0.71,True
TPM__CRIM1-DT,100,50,1.0,0.15000000596046448,0.41,0.19,True,1.0,unimodal,0.71,True
TPM__IRF8,100,50,1.0,0.07999999821186066,-0.12,0.2,True,1.0,unimodal,0.71,True
METH__GNS,99,49,0.99,0.09000000357627869,-0.32,0.19,True,1.0,unimodal,0.71,True
METH__ACTN1,98,48,0.98,0.10000000149011612,-0.24,0.2,True,1.0,unimodal,0.71,True
METH__SPAG9,97,47,0.97,0.10999999940395355,-0.31,0.2,True,0.992,unimodal,0.71,True
METH__GPR125,96,46,0.96,0.14000000059604645,-0.33,0.17,True,0.832,unimodal,0.71,True
METH__MYO1E,95,45,0.95,0.029999999329447746,-0.05,0.2,True,0.458,unimodal,0.71,True
METH__PARD3B,94,44,0.94,0.10000000149011612,-0.25,0.17,True,0.181,unimodal,0.71,True
METH__NRP1,94,44,0.94,0.11999999731779099,-0.28,0.2,True,0.181,unimodal,0.71,True
TPM__SLC7A5P1,93,43,0.93,0.029999999329447746,-0.16,0.19,True,0.053,unimodal,0.71,True
METH__ZNF697,90,40,0.9,0.10999999940395355,-0.23,0.22,False,0.0,worst_case,0.8926380368098159,True
METH__C14orf128,90,41,0.9,0.07000000029802322,-0.28,0.19,False,0.002,worst_case,0.8926380368098159,True
