feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__PTPN14,100,50,1.0,0.09000000357627869,-0.29,0.2,True,1.0,unimodal,0.71,True
METH__ACTN1,100,50,1.0,0.10000000149011612,-0.29,0.16,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.11999999731779099,-0.22,0.19,True,1.0,unimodal,0.71,True
TPM__PCDH1,100,50,1.0,0.15000000596046448,0.44,0.18,True,1.0,unimodal,0.71,True
TPM__SLC49A4,100,50,1.0,0.17000000178813934,0.39,0.19,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.17000000178813934,-0.27,0.22,True,1.0,unimodal,0.71,True
TPM__SDC4,100,50,1.0,0.1899999976158142,0.44,0.2,True,1.0,unimodal,0.71,True
TPM__MXRA5,100,50,1.0,0.029999999329447746,0.28,0.19,True,1.0,unimodal,0.71,True
TPM__GPR39,100,50,1.0,0.15000000596046448,0.39,0.2,True,1.0,unimodal,0.71,True
METH__CCDC12,100,50,1.0,0.11999999731779099,-0.26,0.19,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.18000000715255737,0.32,0.19,True,1.0,unimodal,0.71,True
METH__ARHGEF12,99,49,0.99,0.03999999910593033,-0.22,0.2,True,1.0,unimodal,0.71,True
METH__LRRC28,98,48,0.98,0.05999999865889549,-0.17,0.18,True,1.0,unimodal,0.71,True
METH__EFNA5,98,48,0.98,0.05999999865889549,-0.25,0.19,True,1.0,unimodal,0.71,True
METH__SLC1A1,98,48,0.98,0.07999999821186066,-0.24,0.24,True,1.0,unimodal,0.71,True
METH__EAF2,98,48,0.98,0.05999999865889549,0.24,0.21,True,1.0,unimodal,0.71,True
METH__TEAD1,98,48,0.98,0.07999999821186066,-0.27,0.21,True,1.0,unimodal,0.71,True
METH__LRBA,95,45,0.95,0.0,-0.15,0.23,True,0.458,unimodal,0.71,True
METH__TMEM183B,94,44,0.94,0.03999999910593033,0.09,0.2,True,0.181,unimodal,0.71,True
METH__PPAPDC1B,94,44,0.94,0.03999999910593033,-0.16,0.2,True,0.181,unimodal,0.71,True
METH__PTPN21,92,42,0.92,0.07000000029802322,-0.18,0.23,False,0.013,worst_case,0.8910433979686057,True
