feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__GOLGA5,100,50,1.0,0.07000000029802322,-0.28,0.18,True,1.0,unimodal,0.71,True
METH__SLC1A1,100,50,1.0,0.07000000029802322,-0.18,0.2,True,1.0,unimodal,0.71,True
METH__BIN2,100,50,1.0,0.10000000149011612,0.26,0.18,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.07999999821186066,-0.21,0.18,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.10999999940395355,-0.2,0.21,True,1.0,unimodal,0.71,True
METH__DSTN,100,50,1.0,0.10000000149011612,-0.27,0.2,True,1.0,unimodal,0.71,True
METH__LAPTM4A,100,50,1.0,0.07000000029802322,-0.22,0.19,True,1.0,unimodal,0.71,True
METH__INTU,100,50,1.0,0.09000000357627869,-0.29,0.19,True,1.0,unimodal,0.71,True
METH__MPP5,100,50,1.0,0.05000000074505806,-0.21,0.17,True,1.0,unimodal,0.71,True
METH__EFNB2,100,50,1.0,0.05000000074505806,-0.24,0.19,True,1.0,unimodal,0.71,True
METH__C14orf128,99,49,0.99,0.05999999865889549,-0.24,0.18,True,1.0,unimodal,0.71,True
MUT__KRAS,98,48,0.98,0.029999999329447746,0.16,0.19,True,1.0,unimodal,0.71,True
METH__ATP6V1D,96,46,0.96,0.05000000074505806,-0.17,0.21,True,0.832,unimodal,0.71,True
METH__TMEM106B,94,44,0.94,0.019999999552965164,-0.17,0.21,True,0.181,unimodal,0.71,True
METH__CEBPD,93,43,0.93,0.05999999865889549,-0.17,0.21,True,0.053,unimodal,0.71,True
CNV__SMAD4,93,43,0.93,0.009999999776482582,-0.1,0.2,True,0.053,unimodal,0.71,True
METH__AAGAB,92,42,0.92,0.03999999910593033,-0.17,0.18,False,0.013,worst_case,0.8960016835016835,True
METH__EFNA5,91,41,0.91,0.03999999910593033,-0.21,0.17,False,0.002,worst_case,0.8960016835016835,True
METH__C16orf7,90,40,0.9,0.029999999329447746,-0.19,0.18,False,0.0,worst_case,0.8960016835016835,True
