feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__KLF4,100,50,1.0,0.10999999940395355,-0.28,0.23,True,1.0,unimodal,0.71,True
METH__C4orf12,100,50,1.0,0.10000000149011612,-0.22,0.21,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.17000000178813934,0.38,0.22,True,1.0,unimodal,0.71,True
METH__TERF1,100,50,1.0,0.10999999940395355,-0.33,0.2,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.1599999964237213,-0.29,0.25,True,1.0,unimodal,0.71,True
METH__C20orf4,100,50,1.0,0.07000000029802322,-0.29,0.19,True,1.0,unimodal,0.71,True
TPM__PRSS23,100,50,1.0,0.18000000715255737,0.45,0.22,True,1.0,unimodal,0.71,True
METH__TOP2A,100,50,1.0,0.09000000357627869,-0.24,0.25,True,1.0,unimodal,0.71,True
METH__ONECUT2,99,49,0.99,0.07000000029802322,-0.16,0.22,True,1.0,unimodal,0.71,True
METH__WIBG,99,49,0.99,0.10999999940395355,0.3,0.21,True,1.0,unimodal,0.71,True
METH__INTU,99,49,0.99,0.10999999940395355,-0.24,0.25,True,1.0,unimodal,0.71,True
METH__PPIC,98,48,0.98,0.12999999523162842,-0.33,0.22,True,1.0,unimodal,0.71,True
METH__SRGAP1,97,47,0.97,0.05999999865889549,-0.23,0.22,True,0.992,unimodal,0.71,True
METH__C9orf150,97,47,0.97,0.10999999940395355,-0.29,0.23,True,0.992,unimodal,0.71,True
METH__AGPHD1,96,46,0.96,0.05000000074505806,-0.24,0.21,True,0.832,unimodal,0.71,True
CNV__RBM39,95,45,0.95,0.07000000029802322,0.3,0.21,True,0.458,unimodal,0.71,True
