feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__KISS1,100,50,1.0,0.05999999865889549,0.43,0.22,True,1.0,unimodal,0.71,True
TPM__IFNWP19,100,50,1.0,0.09000000357627869,0.36,0.2,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.2199999988079071,-0.29,0.24,True,1.0,unimodal,0.71,True
TPM__GPRC5A,100,50,1.0,0.20999999344348907,0.48,0.2,True,1.0,unimodal,0.71,True
METH__SLC44A2,100,50,1.0,0.20000000298023224,-0.41,0.21,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.1599999964237213,-0.39,0.22,True,1.0,unimodal,0.71,True
METH__GPRC5A,100,50,1.0,0.11999999731779099,-0.37,0.19,True,1.0,unimodal,0.71,True
TPM__PPIC,100,50,1.0,0.25,0.46,0.2,True,1.0,unimodal,0.71,True
TPM__EPHA2-AS1,100,50,1.0,0.14000000059604645,0.45,0.2,True,1.0,unimodal,0.71,True
TPM__DNAH5,100,50,1.0,0.10999999940395355,0.41,0.2,True,1.0,unimodal,0.71,True
TPM__AMOTL2,100,50,1.0,0.25,0.47,0.2,True,1.0,unimodal,0.71,True
TPM__PDE1B,100,50,1.0,0.23000000417232513,-0.41,0.23,True,1.0,unimodal,0.71,True
METH__LAMB2,100,50,1.0,0.1599999964237213,-0.16,0.2,True,1.0,unimodal,0.71,True
METH__LOC100130776,100,50,1.0,0.20999999344348907,-0.34,0.19,True,1.0,unimodal,0.71,True
TPM__ABCC3,100,50,1.0,0.18000000715255737,0.46,0.21,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.25,0.43,0.22,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,100,50,1.0,0.25999999046325684,-0.35,0.2,True,1.0,unimodal,0.71,True
TPM__ARHGAP15,100,50,1.0,0.23000000417232513,-0.35,0.21,True,1.0,unimodal,0.71,True
METH__PTPRK,100,50,1.0,0.15000000596046448,-0.38,0.2,True,1.0,unimodal,0.71,True
METH__NCRNA00111,100,50,1.0,0.17000000178813934,-0.42,0.21,True,1.0,unimodal,0.71,True
METH__TRIM3,100,50,1.0,0.10999999940395355,-0.3,0.2,True,1.0,unimodal,0.71,True
TPM__HRCT1,100,50,1.0,0.12999999523162842,0.48,0.19,True,1.0,unimodal,0.71,True
METH__CDC14B,100,50,1.0,0.20000000298023224,-0.45,0.2,True,1.0,unimodal,0.71,True
TPM__ITGA3,100,50,1.0,0.25999999046325684,0.48,0.21,True,1.0,unimodal,0.71,True
TPM__CCN1,100,50,1.0,0.23000000417232513,0.48,0.2,True,1.0,unimodal,0.71,True
METH__JUB,100,50,1.0,0.23000000417232513,-0.44,0.21,True,1.0,unimodal,0.71,True
METH__PPIC,100,50,1.0,0.1599999964237213,-0.39,0.21,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.23999999463558197,-0.27,0.24,True,1.0,unimodal,0.71,True
METH__DSTN,99,49,0.99,0.17000000178813934,-0.35,0.22,True,1.0,unimodal,0.71,True
METH__ZNF697,98,48,0.98,0.12999999523162842,-0.24,0.2,True,1.0,unimodal,0.71,True
METH__LAPTM4A,97,47,0.97,0.10999999940395355,-0.25,0.2,True,0.992,unimodal,0.71,True
METH__RGNEF,97,47,0.97,0.12999999523162842,-0.33,0.2,True,0.992,unimodal,0.71,True
METH__ITGB8,97,47,0.97,0.10999999940395355,-0.31,0.18,True,0.992,unimodal,0.71,True
METH__FAM47E,97,47,0.97,0.14000000059604645,-0.31,0.19,True,0.992,unimodal,0.71,True
TPM__MXRA5,96,46,0.96,0.019999999552965164,0.27,0.2,True,0.832,unimodal,0.71,True
TPM__CGB8,94,44,0.94,0.03999999910593033,0.31,0.2,True,0.181,unimodal,0.71,True
METH__KLF4,93,43,0.93,0.12999999523162842,-0.27,0.2,True,0.053,unimodal,0.71,True
METH__INTU,92,42,0.92,0.1599999964237213,-0.26,0.22,False,0.013,worst_case,0.8950617283950617,True
METH__MYO1E,91,41,0.91,0.03999999910593033,-0.09,0.24,False,0.002,worst_case,0.8950617283950617,True
METH__C9orf150,91,41,0.91,0.15000000596046448,-0.31,0.24,False,0.002,worst_case,0.8950617283950617,True
METH__TMEM51,91,41,0.91,0.12999999523162842,-0.25,0.2,False,0.002,worst_case,0.8950617283950617,True
