feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__ARHGAP5,100,50,1.0,0.05999999865889549,-0.24,0.27,True,1.0,unimodal,0.71,True
METH__RASA2,100,50,1.0,0.05000000074505806,-0.18,0.29,True,1.0,unimodal,0.71,True
METH__ZNF230,100,50,1.0,0.029999999329447746,-0.22,0.27,True,1.0,unimodal,0.71,True
METH__TOP2A,100,50,1.0,0.05999999865889549,-0.23,0.3,True,1.0,unimodal,0.71,True
METH__ZNF697,100,50,1.0,0.07999999821186066,-0.19,0.28,True,1.0,unimodal,0.71,True
METH__RAB11FIP5,100,50,1.0,0.03999999910593033,-0.17,0.29,True,1.0,unimodal,0.71,True
METH__LRIG3,100,50,1.0,0.11999999731779099,-0.25,0.28,True,1.0,unimodal,0.71,True
METH__EFNA5,100,50,1.0,0.05000000074505806,-0.25,0.28,True,1.0,unimodal,0.71,True
METH__ARHGEF12,99,49,0.99,0.05000000074505806,-0.2,0.28,True,1.0,unimodal,0.71,True
METH__PELP1,97,47,0.97,0.0,0.14,0.28,True,0.992,unimodal,0.71,True
METH__RAPH1,96,46,0.96,0.029999999329447746,-0.19,0.28,True,0.832,unimodal,0.71,True
METH__RPL38,95,45,0.95,0.029999999329447746,-0.13,0.27,True,0.458,unimodal,0.71,True
