feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
CNV__FOXA1,100,50,1.0,0.019999999552965164,0.22,0.2,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.05999999865889549,0.22,0.21,True,1.0,unimodal,0.71,True
CNV__NFKBIA,99,49,0.99,0.019999999552965164,0.23,0.19,True,1.0,unimodal,0.71,True
CNV__NKX2-1,96,46,0.96,0.009999999776482582,0.22,0.19,True,0.832,unimodal,0.71,True
MUT__TP53,95,45,0.95,0.0,0.07,0.21,True,0.458,unimodal,0.71,True
CNV__AKT1,95,45,0.95,0.019999999552965164,0.18,0.2,True,0.458,unimodal,0.71,True
CNV__DICER1,95,45,0.95,0.019999999552965164,0.19,0.21,True,0.458,unimodal,0.71,True
CNV__SS18L1,94,44,0.94,0.019999999552965164,0.18,0.2,True,0.181,unimodal,0.71,True
CNV__TRAF3,93,43,0.93,0.019999999552965164,0.18,0.2,True,0.053,unimodal,0.71,True
METH__DSTN,92,42,0.92,0.03999999910593033,-0.18,0.21,False,0.013,worst_case,0.8918367346938776,True
CNV__TCL1A,90,40,0.9,0.019999999552965164,0.19,0.21,False,0.0,worst_case,0.8918367346938776,True
CNV__HSP90AA1,90,40,0.9,0.019999999552965164,0.19,0.21,False,0.0,worst_case,0.8918367346938776,True
