feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__CD52,100,50,1.0,0.05000000074505806,-0.15,0.15,True,1.0,unimodal,0.7,True
METH__JUB,100,50,1.0,0.07999999821186066,-0.26,0.14,True,1.0,unimodal,0.7,True
TPM__FHL2,100,50,1.0,0.11999999731779099,0.33,0.16,True,1.0,unimodal,0.7,True
TPM__EGFR,100,50,1.0,0.09000000357627869,0.32,0.17,True,1.0,unimodal,0.7,True
TPM__MIR142HG,100,50,1.0,0.11999999731779099,-0.21,0.17,True,1.0,unimodal,0.7,True
TPM__DCDC2,100,50,1.0,0.029999999329447746,0.24,0.16,True,1.0,unimodal,0.7,True
TPM__CAV2,100,50,1.0,0.09000000357627869,0.28,0.16,True,1.0,unimodal,0.7,True
TPM__RPL10P13,100,50,1.0,0.05000000074505806,0.28,0.16,True,1.0,unimodal,0.7,True
TPM__P2RY8,100,50,1.0,0.09000000357627869,-0.19,0.16,True,1.0,unimodal,0.7,True
TPM__S100A10,100,50,1.0,0.10999999940395355,0.34,0.17,True,1.0,unimodal,0.7,True
TPM__CEP170B,100,50,1.0,0.11999999731779099,0.32,0.17,True,1.0,unimodal,0.7,True
METH__MARVELD2,100,50,1.0,0.10999999940395355,-0.33,0.17,True,1.0,unimodal,0.7,True
TPM__TM4SF1-AS1,100,50,1.0,0.05000000074505806,0.31,0.15,True,1.0,unimodal,0.7,True
TPM__EVL,100,50,1.0,0.07000000029802322,-0.32,0.17,True,1.0,unimodal,0.7,True
TPM__MARVELD2,100,50,1.0,0.09000000357627869,0.31,0.16,True,1.0,unimodal,0.7,True
METH__SH3BP4,100,50,1.0,0.029999999329447746,-0.08,0.16,True,1.0,unimodal,0.7,True
TPM__HCG4,100,50,1.0,0.05000000074505806,0.24,0.15,True,1.0,unimodal,0.7,True
TPM__ANXA2P2,100,50,1.0,0.10000000149011612,0.33,0.15,True,1.0,unimodal,0.7,True
TPM__TNFRSF12A,100,50,1.0,0.14000000059604645,0.35,0.15,True,1.0,unimodal,0.7,True
METH__PARVA,100,50,1.0,0.07000000029802322,-0.24,0.15,True,1.0,unimodal,0.7,True
METH__TMEM160,100,50,1.0,0.09000000357627869,-0.27,0.18,True,1.0,unimodal,0.7,True
TPM__KRT8P10,100,50,1.0,0.07000000029802322,0.28,0.15,True,1.0,unimodal,0.7,True
TPM__ACAP1,100,50,1.0,0.07999999821186066,-0.18,0.18,True,1.0,unimodal,0.7,True
METH__LOC100130776,100,50,1.0,0.14000000059604645,-0.31,0.18,True,1.0,unimodal,0.7,True
TPM__ARHGAP29,100,50,1.0,0.10999999940395355,0.33,0.15,True,1.0,unimodal,0.7,True
TPM__GTF3C5,99,49,0.99,0.019999999552965164,-0.12,0.14,True,1.0,unimodal,0.7,True
METH__PTPN14,99,49,0.99,0.05999999865889549,-0.28,0.15,True,1.0,unimodal,0.7,True
METH__PPP1R16B,99,49,0.99,0.09000000357627869,0.28,0.15,True,1.0,unimodal,0.7,True
TPM__NAIPP3,98,48,0.98,0.029999999329447746,-0.15,0.14,True,1.0,unimodal,0.7,True
METH__C13orf29,98,48,0.98,0.07999999821186066,-0.3,0.2,True,1.0,unimodal,0.7,True
TPM__VPS4B,98,48,0.98,0.0,-0.06,0.15,True,1.0,unimodal,0.7,True
METH__PRIC285,98,48,0.98,0.10000000149011612,0.31,0.15,True,1.0,unimodal,0.7,True
METH__GPR132,97,47,0.97,0.05000000074505806,0.18,0.15,True,0.992,unimodal,0.7,True
METH__AGR2,97,47,0.97,0.029999999329447746,-0.17,0.15,True,0.992,unimodal,0.7,True
TPM__ACP7,94,44,0.94,0.029999999329447746,0.24,0.16,True,0.181,unimodal,0.7,True
METH__AADAT,93,43,0.93,0.05999999865889549,-0.22,0.15,True,0.053,unimodal,0.7,True
METH__MAP4K3,92,42,0.92,0.05000000074505806,-0.25,0.16,False,0.013,worst_case,0.8897435897435897,True
METH__THOC6,92,42,0.92,0.07000000029802322,-0.25,0.15,False,0.013,worst_case,0.8897435897435897,True
TPM__SEPTIN14P4,91,41,0.91,0.019999999552965164,-0.16,0.15,False,0.002,worst_case,0.8897435897435897,True
