feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__FGFR1OP,100,50,1.0,0.03999999910593033,-0.13,0.19,True,1.0,unimodal,0.71,True
METH__MIR574,100,50,1.0,0.05000000074505806,-0.27,0.19,True,1.0,unimodal,0.71,True
METH__S100A2,100,50,1.0,0.07999999821186066,-0.27,0.18,True,1.0,unimodal,0.71,True
METH__CD276,100,50,1.0,0.029999999329447746,-0.09,0.19,True,1.0,unimodal,0.71,True
METH__GPN3,99,49,0.99,0.05000000074505806,0.23,0.2,True,1.0,unimodal,0.71,True
METH__CMTM1,99,49,0.99,0.019999999552965164,0.16,0.2,True,1.0,unimodal,0.71,True
METH__CEBPD,97,47,0.97,0.029999999329447746,-0.13,0.2,True,0.992,unimodal,0.71,True
CNV__CDKN2A,97,47,0.97,0.009999999776482582,-0.09,0.19,True,0.992,unimodal,0.71,True
METH__PCCA,96,46,0.96,0.029999999329447746,-0.14,0.23,True,0.832,unimodal,0.71,True
METH__C6orf217,95,45,0.95,0.019999999552965164,-0.18,0.19,True,0.458,unimodal,0.71,True
METH__C7orf70,93,43,0.93,0.029999999329447746,0.12,0.22,True,0.053,unimodal,0.71,True
METH__EFNA5,93,43,0.93,0.019999999552965164,-0.13,0.22,True,0.053,unimodal,0.71,True
CNV__LIFR,90,40,0.9,0.019999999552965164,0.15,0.19,False,0.0,worst_case,0.8918367346938776,True
