feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__BCL2L1,100,50,1.0,0.20000000298023224,0.45,0.17,True,1.0,unimodal,0.71,True
TPM__AOPEP,91,41,0.91,0.1599999964237213,0.39,0.1,False,0.002,worst_case,0.8931875598086125,True
