feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__RPL18A,99,49,0.99,0.12999999523162842,-0.44,0.11,True,1.0,unimodal,0.71,True
METH__SHISA4,98,48,0.98,0.12999999523162842,-0.37,0.09,True,1.0,unimodal,0.71,True
TPM__LASP1,97,47,0.97,0.14000000059604645,0.4,0.09,True,0.992,unimodal,0.71,True
METH__SRRM2,97,47,0.97,0.15000000596046448,0.41,0.07,True,0.992,unimodal,0.71,True
TPM__KDM2B,94,44,0.94,0.1899999976158142,-0.45,0.19,True,0.181,unimodal,0.71,True
TPM__APLP2,93,43,0.93,0.17000000178813934,0.42,0.11,True,0.053,unimodal,0.71,True
