feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__THBS1,100,50,1.0,0.1599999964237213,-0.5,0.23,True,1.0,unimodal,0.71,True
TPM__SH3RF2,100,50,1.0,0.17000000178813934,0.48,0.22,True,1.0,unimodal,0.71,True
TPM__ANKRD1,100,50,1.0,0.15000000596046448,0.49,0.22,True,1.0,unimodal,0.71,True
TPM__CTTN,100,50,1.0,0.1899999976158142,0.46,0.22,True,1.0,unimodal,0.71,True
TPM__GPR39,100,50,1.0,0.2199999988079071,0.54,0.25,True,1.0,unimodal,0.71,True
TPM__LINC01186,100,50,1.0,0.14000000059604645,0.5,0.23,True,1.0,unimodal,0.71,True
TPM__ARHGAP29,100,50,1.0,0.23000000417232513,0.54,0.23,True,1.0,unimodal,0.71,True
TPM__RCSD1,100,50,1.0,0.15000000596046448,-0.26,0.22,True,1.0,unimodal,0.71,True
TPM__MET,100,50,1.0,0.25,0.55,0.25,True,1.0,unimodal,0.71,True
TPM__GPRC5A,100,50,1.0,0.2199999988079071,0.55,0.22,True,1.0,unimodal,0.71,True
TPM__LINC01836,100,50,1.0,0.10999999940395355,0.47,0.22,True,1.0,unimodal,0.71,True
TPM__ASPH,100,50,1.0,0.17000000178813934,0.5,0.22,True,1.0,unimodal,0.71,True
TPM__PERP,100,50,1.0,0.18000000715255737,0.44,0.22,True,1.0,unimodal,0.71,True
TPM__PLCD3,100,50,1.0,0.1899999976158142,0.49,0.24,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.11999999731779099,-0.41,0.26,True,1.0,unimodal,0.71,True
TPM__MANCR,100,50,1.0,0.07999999821186066,0.49,0.21,True,1.0,unimodal,0.71,True
TPM__SPATS2L,100,50,1.0,0.23999999463558197,0.53,0.23,True,1.0,unimodal,0.71,True
TPM__ANXA2,100,50,1.0,0.2199999988079071,0.58,0.23,True,1.0,unimodal,0.71,True
TPM__PRSS23,100,50,1.0,0.23999999463558197,0.55,0.25,True,1.0,unimodal,0.71,True
TPM__EPHA2-AS1,100,50,1.0,0.15000000596046448,0.5,0.22,True,1.0,unimodal,0.71,True
TPM__AXL,100,50,1.0,0.20000000298023224,0.53,0.24,True,1.0,unimodal,0.71,True
TPM__ARHGAP9,100,50,1.0,0.20000000298023224,-0.45,0.21,True,1.0,unimodal,0.71,True
TPM__SDC4,100,50,1.0,0.25,0.58,0.28,True,1.0,unimodal,0.71,True
TPM__CRIM1-DT,100,50,1.0,0.20000000298023224,0.51,0.22,True,1.0,unimodal,0.71,True
TPM__SH3TC2,100,50,1.0,0.10000000149011612,0.46,0.22,True,1.0,unimodal,0.71,True
TPM__ITGA3,100,50,1.0,0.28999999165534973,0.58,0.24,True,1.0,unimodal,0.71,True
METH__HCFC1R1,100,50,1.0,0.11999999731779099,-0.4,0.22,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.1899999976158142,-0.3,0.24,True,1.0,unimodal,0.71,True
TPM__CDCP1,100,50,1.0,0.17000000178813934,0.48,0.23,True,1.0,unimodal,0.71,True
TPM__EGFR,100,50,1.0,0.2199999988079071,0.54,0.22,True,1.0,unimodal,0.71,True
TPM__MYOF,100,50,1.0,0.23999999463558197,0.55,0.27,True,1.0,unimodal,0.71,True
TPM__LAMB1,100,50,1.0,0.17000000178813934,0.44,0.23,True,1.0,unimodal,0.71,True
TPM__GJB3,100,50,1.0,0.10999999940395355,0.42,0.21,True,1.0,unimodal,0.71,True
METH__LOC100130987,100,50,1.0,0.10999999940395355,-0.45,0.21,True,1.0,unimodal,0.71,True
TPM__AMOTL2,100,50,1.0,0.23999999463558197,0.53,0.23,True,1.0,unimodal,0.71,True
METH__C13orf29,99,49,0.99,0.17000000178813934,-0.47,0.23,True,1.0,unimodal,0.71,True
METH__EVL,99,49,0.99,0.17000000178813934,0.35,0.22,True,1.0,unimodal,0.71,True
TPM__IKZF1,99,49,0.99,0.1899999976158142,-0.35,0.26,True,1.0,unimodal,0.71,True
TPM__CLDN14-AS1,99,49,0.99,0.07000000029802322,0.39,0.22,True,1.0,unimodal,0.71,True
METH__CCM2,98,48,0.98,0.20000000298023224,0.41,0.24,True,1.0,unimodal,0.71,True
TPM__TRG-AS1,98,48,0.98,0.14000000059604645,-0.35,0.22,True,1.0,unimodal,0.71,True
TPM__IFNE,96,46,0.96,0.07999999821186066,0.45,0.24,True,0.832,unimodal,0.71,True
TPM__CCL26,94,44,0.94,0.05999999865889549,0.4,0.27,True,0.181,unimodal,0.71,True
METH__COTL1,94,44,0.94,0.07000000029802322,-0.42,0.28,True,0.181,unimodal,0.71,True
TPM__PIK3CG,94,44,0.94,0.12999999523162842,-0.2,0.22,True,0.181,unimodal,0.71,True
METH__TMEM160,92,42,0.92,0.15000000596046448,-0.43,0.22,False,0.013,worst_case,0.8918367346938776,True
METH__TMEM149,92,42,0.92,0.1599999964237213,0.34,0.22,False,0.013,worst_case,0.8918367346938776,True
TPM__SLC22A3,90,41,0.9,0.05000000074505806,0.36,0.21,False,0.002,worst_case,0.8918367346938776,True
