feature,selection_prob,tau_worst_case,tau_unimodal,passes_worst_case,passes_unimodal
MUT__BRAF,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__RINL,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__EGFL8,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__HNRPLL,1.0,0.8926380368098159,0.7083333333333334,True,True
TPM__MIR142HG,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__EVL,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__PTPRK,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__ARHGEF10,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__TMEM199,1.0,0.8926380368098159,0.7083333333333334,True,True
TPM__IKZF1,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__DENND4B,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__BRD2,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__AP1B1,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__PCDH7,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__BIN2,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__WDR81,1.0,0.8926380368098159,0.7083333333333334,True,True
CNV__MEN1,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__CD3EAP,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__TMEM51,1.0,0.8926380368098159,0.7083333333333334,True,True
TPM__PIK3CG,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__CCM2,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__MRPS18B,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__MIR1469,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__LOC25845,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__SRGAP1,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__PPIC,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__PNPLA7,0.9916666666666667,0.8926380368098159,0.7083333333333334,True,True
