feature,selection_prob,tau_worst_case,tau_unimodal,passes_worst_case,passes_unimodal
METH__MPHOSPH9,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__STRAP,1.0,0.8926380368098159,0.7083333333333334,True,True
METH__GPR108,0.9833333333333333,0.8926380368098159,0.7083333333333334,True,True
CNV__FLI1,0.975,0.8926380368098159,0.7083333333333334,True,True
METH__RASA2,0.9666666666666667,0.8926380368098159,0.7083333333333334,True,True
CNV__CBL,0.9666666666666667,0.8926380368098159,0.7083333333333334,True,True
CNV__CCDC6,0.9583333333333334,0.8926380368098159,0.7083333333333334,True,True
CNV__KCNJ5,0.95,0.8926380368098159,0.7083333333333334,True,True
CNV__KTN1,0.9416666666666667,0.8926380368098159,0.7083333333333334,True,True
MUT__RB1,0.9333333333333333,0.8926380368098159,0.7083333333333334,True,True
CNV__NCOA4,0.9,0.8926380368098159,0.7083333333333334,True,True
CNV__KAT6B,0.875,0.8926380368098159,0.7083333333333334,False,True
CNV__LCK,0.8583333333333333,0.8926380368098159,0.7083333333333334,False,True
METH__C1orf135,0.8583333333333333,0.8926380368098159,0.7083333333333334,False,True
METH__PCCA,0.8416666666666667,0.8926380368098159,0.7083333333333334,False,True
METH__C10orf114,0.8333333333333334,0.8926380368098159,0.7083333333333334,False,True
CNV__ATIC,0.8166666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__SUSD2,0.8166666666666667,0.8926380368098159,0.7083333333333334,False,True
METH__TADA2A,0.8083333333333333,0.8926380368098159,0.7083333333333334,False,True
CNV__BCR,0.7916666666666666,0.8926380368098159,0.7083333333333334,False,True
CNV__NUTM1,0.7833333333333333,0.8926380368098159,0.7083333333333334,False,True
METH__FOXO3,0.7833333333333333,0.8926380368098159,0.7083333333333334,False,True
CNV__MRTFA,0.775,0.8926380368098159,0.7083333333333334,False,True
METH__FASN,0.775,0.8926380368098159,0.7083333333333334,False,True
CNV__PRDM2,0.775,0.8926380368098159,0.7083333333333334,False,True
CNV__FEV,0.7666666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__MAPK1,0.7666666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__MYCN,0.7666666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__INO80,0.7583333333333333,0.8926380368098159,0.7083333333333334,False,True
CNV__GNAQ,0.7583333333333333,0.8926380368098159,0.7083333333333334,False,True
CNV__TOP2A,0.75,0.8926380368098159,0.7083333333333334,False,True
CNV__RPS3A,0.7416666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__ASXL2,0.7416666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__KNL1,0.7416666666666667,0.8926380368098159,0.7083333333333334,False,True
CNV__CNBP,0.725,0.8926380368098159,0.7083333333333334,False,True
METH__CNOT1,0.7083333333333334,0.8926380368098159,0.7083333333333334,False,True
CNV__MPL,0.7,0.8926380368098159,0.7083333333333334,False,False
CNV__EPHA2,0.7,0.8926380368098159,0.7083333333333334,False,False
CNV__FOXL2,0.6916666666666667,0.8926380368098159,0.7083333333333334,False,False
CNV__B2M,0.6916666666666667,0.8926380368098159,0.7083333333333334,False,False
CNV__PAX3,0.675,0.8926380368098159,0.7083333333333334,False,False
CNV__RPN1,0.675,0.8926380368098159,0.7083333333333334,False,False
CNV__SYK,0.6666666666666666,0.8926380368098159,0.7083333333333334,False,False
CNV__RRAGC,0.6666666666666666,0.8926380368098159,0.7083333333333334,False,False
CNV__BUB1B,0.6666666666666666,0.8926380368098159,0.7083333333333334,False,False
MUT__NRAS,0.6583333333333333,0.8926380368098159,0.7083333333333334,False,False
