feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__NAMPT,100,50,1.0,0.11999999731779099,0.44,0.15,True,1.0,unimodal,0.7,True
METH__OGFR,91,41,0.91,0.14000000059604645,0.38,0.17,False,0.002,worst_case,0.8889656825153375,True
