feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__KLF4,100,50,1.0,0.09000000357627869,-0.27,0.27,True,1.0,unimodal,0.71,True
METH__LCA5,100,50,1.0,0.10000000149011612,-0.26,0.21,True,1.0,unimodal,0.71,True
METH__GNG12,100,50,1.0,0.05000000074505806,-0.19,0.2,True,1.0,unimodal,0.71,True
METH__C14orf128,100,50,1.0,0.07000000029802322,-0.29,0.2,True,1.0,unimodal,0.71,True
METH__SMAD1,100,50,1.0,0.07000000029802322,-0.24,0.19,True,1.0,unimodal,0.71,True
METH__ACTN1,100,50,1.0,0.10000000149011612,-0.27,0.19,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,100,50,1.0,0.12999999523162842,-0.26,0.21,True,1.0,unimodal,0.71,True
METH__PSMB8,100,50,1.0,0.029999999329447746,0.23,0.19,True,1.0,unimodal,0.71,True
METH__ZNF697,100,50,1.0,0.10000000149011612,-0.27,0.21,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.15000000596046448,-0.26,0.2,True,1.0,unimodal,0.71,True
METH__PTPRCAP,100,50,1.0,0.10999999940395355,0.32,0.19,True,1.0,unimodal,0.71,True
METH__MRPS35,99,49,0.99,0.07999999821186066,-0.31,0.2,True,1.0,unimodal,0.71,True
METH__INTU,99,49,0.99,0.11999999731779099,-0.34,0.21,True,1.0,unimodal,0.71,True
METH__TPX2,98,48,0.98,0.07000000029802322,-0.26,0.2,True,1.0,unimodal,0.71,True
METH__CCNC,98,48,0.98,0.03999999910593033,-0.23,0.2,True,1.0,unimodal,0.71,True
TPM__SNORA31,97,47,0.97,0.0,0.01,0.23,True,0.992,unimodal,0.71,True
METH__PPP2R1B,96,46,0.96,0.05000000074505806,-0.26,0.2,True,0.832,unimodal,0.71,True
METH__PSMD11,95,45,0.95,0.05000000074505806,-0.21,0.19,True,0.458,unimodal,0.71,True
METH__SNX3,93,43,0.93,0.03999999910593033,-0.24,0.19,True,0.053,unimodal,0.71,True
METH__TSPAN9,93,43,0.93,0.019999999552965164,-0.18,0.19,True,0.053,unimodal,0.71,True
CNV__NSD3,91,41,0.91,0.0,-0.03,0.17,False,0.002,worst_case,0.899002493765586,True
METH__FZD4,91,41,0.91,0.03999999910593033,-0.22,0.2,False,0.002,worst_case,0.899002493765586,True
