feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__IFNWP19,100,50,1.0,0.019999999552965164,0.18,0.17,True,1.0,unimodal,0.71,True
METH__NEU1,100,50,1.0,0.03999999910593033,0.21,0.15,True,1.0,unimodal,0.71,True
METH__FAM86C,98,48,0.98,0.03999999910593033,-0.13,0.15,True,1.0,unimodal,0.71,True
METH__NRIP1,98,48,0.98,0.03999999910593033,-0.2,0.15,True,1.0,unimodal,0.71,True
METH__ABCD3,98,48,0.98,0.029999999329447746,-0.17,0.15,True,1.0,unimodal,0.71,True
METH__PPP6C,97,47,0.97,0.009999999776482582,-0.05,0.14,True,0.992,unimodal,0.71,True
METH__ACTN1,97,47,0.97,0.05000000074505806,-0.19,0.15,True,0.992,unimodal,0.71,True
CNV__NFATC2,96,46,0.96,0.03999999910593033,0.22,0.15,True,0.832,unimodal,0.71,True
METH__PCCA,95,45,0.95,0.029999999329447746,-0.18,0.15,True,0.458,unimodal,0.71,True
METH__RAPH1,95,45,0.95,0.029999999329447746,-0.2,0.15,True,0.458,unimodal,0.71,True
CNV__RBM38,94,44,0.94,0.019999999552965164,0.2,0.15,True,0.181,unimodal,0.71,True
METH__YIPF3,94,44,0.94,0.019999999552965164,0.14,0.17,True,0.181,unimodal,0.71,True
METH__HMGCR,93,43,0.93,0.03999999910593033,-0.21,0.15,True,0.053,unimodal,0.71,True
CNV__PTK6,93,43,0.93,0.03999999910593033,0.2,0.15,True,0.053,unimodal,0.71,True
METH__C14orf153,92,42,0.92,0.029999999329447746,-0.15,0.16,False,0.013,worst_case,0.8960016835016835,True
TPM__LINC02315,91,42,0.91,0.0,0.0,0.16,False,0.013,worst_case,0.8960016835016835,True
METH__MIR320A,90,40,0.9,0.009999999776482582,0.13,0.15,False,0.0,worst_case,0.8960016835016835,True
