feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__ITGA3,100,50,1.0,0.07000000029802322,0.39,0.23,True,1.0,unimodal,0.71,True
TPM__ADAM9,100,50,1.0,0.05999999865889549,0.36,0.21,True,1.0,unimodal,0.71,True
METH__PRIC285,100,50,1.0,0.07000000029802322,0.32,0.19,True,1.0,unimodal,0.71,True
TPM__NCKAP1L,100,50,1.0,0.07000000029802322,-0.28,0.19,True,1.0,unimodal,0.71,True
METH__THBS1,100,50,1.0,0.05999999865889549,-0.29,0.19,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.07999999821186066,-0.27,0.19,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.09000000357627869,0.36,0.19,True,1.0,unimodal,0.71,True
TPM__RND3,100,50,1.0,0.05000000074505806,0.31,0.19,True,1.0,unimodal,0.71,True
TPM__CTTN,100,50,1.0,0.07999999821186066,0.34,0.18,True,1.0,unimodal,0.71,True
TPM__NCKAP1,100,50,1.0,0.07999999821186066,0.29,0.18,True,1.0,unimodal,0.71,True
TPM__DCBLD2,100,50,1.0,0.10000000149011612,0.4,0.18,True,1.0,unimodal,0.71,True
METH__JUB,100,50,1.0,0.05999999865889549,-0.35,0.17,True,1.0,unimodal,0.71,True
TPM__PCDH1,100,50,1.0,0.03999999910593033,0.32,0.17,True,1.0,unimodal,0.71,True
TPM__TJP1,100,50,1.0,0.09000000357627869,0.35,0.17,True,1.0,unimodal,0.71,True
TPM__PDE1B,100,50,1.0,0.05999999865889549,-0.26,0.19,True,1.0,unimodal,0.71,True
METH__MTSS1L,99,49,0.99,0.019999999552965164,-0.08,0.19,True,1.0,unimodal,0.71,True
METH__LRIG3,98,48,0.98,0.07999999821186066,-0.25,0.18,True,1.0,unimodal,0.71,True
METH__AASS,97,47,0.97,0.029999999329447746,-0.13,0.18,True,0.992,unimodal,0.71,True
METH__LNPEP,95,45,0.95,0.029999999329447746,0.26,0.19,True,0.458,unimodal,0.71,True
METH__MAP4K3,94,44,0.94,0.019999999552965164,-0.24,0.17,True,0.181,unimodal,0.71,True
METH__ERBB3,91,41,0.91,0.019999999552965164,-0.22,0.17,False,0.002,worst_case,0.8917525773195876,True
METH__OR10K1,91,41,0.91,0.019999999552965164,-0.06,0.17,False,0.002,worst_case,0.8917525773195876,True
METH__LCA5,90,40,0.9,0.05000000074505806,-0.18,0.17,False,0.0,worst_case,0.8917525773195876,True
