feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__NCKAP1L,100,50,1.0,0.28999999165534973,-0.36,0.17,True,1.0,unimodal,0.71,True
TPM__RPL3,100,50,1.0,0.20999999344348907,-0.46,0.17,True,1.0,unimodal,0.71,True
TPM__SLFN11,100,50,1.0,0.14000000059604645,-0.34,0.16,True,1.0,unimodal,0.71,True
METH__PTPN7,98,48,0.98,0.23999999463558197,0.34,0.16,True,1.0,unimodal,0.71,True
TPM__RPL34,98,48,0.98,0.20999999344348907,-0.45,0.21,True,1.0,unimodal,0.71,True
TPM__ARHGAP15,97,47,0.97,0.2800000011920929,-0.33,0.16,True,0.992,unimodal,0.71,True
TPM__AOPEP,97,47,0.97,0.2199999988079071,0.43,0.19,True,0.992,unimodal,0.71,True
TPM__CARD10,96,46,0.96,0.23000000417232513,0.41,0.2,True,0.832,unimodal,0.71,True
TPM__ITGA3,96,46,0.96,0.25,0.45,0.18,True,0.832,unimodal,0.71,True
TPM__TPM1,96,46,0.96,0.23000000417232513,0.43,0.22,True,0.832,unimodal,0.71,True
TPM__PPIC,96,46,0.96,0.28999999165534973,0.49,0.18,True,0.832,unimodal,0.71,True
TPM__DCK,95,45,0.95,0.20999999344348907,-0.36,0.16,True,0.458,unimodal,0.71,True
TPM__LURAP1L,94,44,0.94,0.1599999964237213,0.41,0.16,True,0.181,unimodal,0.71,True
TPM__CEP170B,93,43,0.93,0.27000001072883606,0.43,0.17,True,0.053,unimodal,0.71,True
TPM__IKZF1,93,43,0.93,0.27000001072883606,-0.28,0.16,True,0.053,unimodal,0.71,True
TPM__TJP1,93,44,0.93,0.27000001072883606,0.37,0.24,True,0.181,unimodal,0.71,True
TPM__MIR142HG,92,42,0.92,0.25999999046325684,-0.3,0.19,False,0.013,worst_case,0.899002493765586,True
TPM__RASGRP2,91,41,0.91,0.25,-0.32,0.17,False,0.002,worst_case,0.899002493765586,True
TPM__PCDH1,90,40,0.9,0.17000000178813934,0.43,0.19,False,0.0,worst_case,0.899002493765586,True
