feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__DDN,98,48,0.98,0.15000000596046448,-0.34,0.12,True,1.0,unimodal,0.71,True
TPM__GMIP,95,45,0.95,0.15000000596046448,-0.33,0.09,True,0.458,unimodal,0.71,True
TPM__WFS1,90,40,0.9,0.17000000178813934,0.37,0.13,False,0.0,worst_case,0.8931014544832308,True
