feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__BCL2L1,100,50,1.0,0.17000000178813934,0.42,0.15,True,1.0,unimodal,0.71,True
METH__PARP10,97,47,0.97,0.18000000715255737,0.38,0.12,True,0.992,unimodal,0.71,True
METH__C15orf52,96,46,0.96,0.15000000596046448,-0.37,0.13,True,0.832,unimodal,0.71,True
