feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__CD276,100,50,1.0,0.10000000149011612,-0.2,0.23,True,1.0,unimodal,0.71,True
TPM__RCSD1,100,50,1.0,0.17000000178813934,-0.29,0.21,True,1.0,unimodal,0.71,True
METH__PTPN14,100,50,1.0,0.14000000059604645,-0.35,0.24,True,1.0,unimodal,0.71,True
METH__C9orf150,100,50,1.0,0.15000000596046448,-0.29,0.23,True,1.0,unimodal,0.71,True
METH__MYO1G,100,50,1.0,0.18000000715255737,0.32,0.21,True,1.0,unimodal,0.71,True
METH__INTU,100,50,1.0,0.1599999964237213,-0.28,0.24,True,1.0,unimodal,0.71,True
METH__GPX8,100,50,1.0,0.10000000149011612,-0.29,0.23,True,1.0,unimodal,0.71,True
TPM__IKZF1,100,50,1.0,0.20000000298023224,-0.32,0.25,True,1.0,unimodal,0.71,True
METH__ERBB2,100,50,1.0,0.15000000596046448,-0.34,0.2,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.1599999964237213,-0.23,0.25,True,1.0,unimodal,0.71,True
METH__LRIG3,100,50,1.0,0.15000000596046448,-0.3,0.2,True,1.0,unimodal,0.71,True
METH__KLF4,100,50,1.0,0.11999999731779099,-0.27,0.27,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.20999999344348907,-0.28,0.27,True,1.0,unimodal,0.71,True
METH__OPHN1,100,50,1.0,0.10000000149011612,-0.25,0.22,True,1.0,unimodal,0.71,True
METH__LCA5,99,49,0.99,0.12999999523162842,-0.26,0.21,True,1.0,unimodal,0.71,True
METH__DSTN,98,48,0.98,0.15000000596046448,-0.32,0.22,True,1.0,unimodal,0.71,True
TPM__LINC00470,98,48,0.98,0.0,0.08,0.21,True,1.0,unimodal,0.71,True
METH__TEAD4,98,48,0.98,0.10999999940395355,-0.25,0.22,True,1.0,unimodal,0.71,True
METH__TRIM3,97,47,0.97,0.10000000149011612,-0.26,0.21,True,0.992,unimodal,0.71,True
METH__FAT1,97,47,0.97,0.14000000059604645,-0.3,0.21,True,0.992,unimodal,0.71,True
METH__CARS,97,47,0.97,0.07000000029802322,-0.15,0.21,True,0.992,unimodal,0.71,True
METH__MIPOL1,95,45,0.95,0.14000000059604645,-0.29,0.21,True,0.458,unimodal,0.71,True
METH__TOP2A,95,45,0.95,0.09000000357627869,-0.25,0.22,True,0.458,unimodal,0.71,True
METH__AGPHD1,93,43,0.93,0.05000000074505806,-0.26,0.26,True,0.053,unimodal,0.71,True
METH__PCDH7,91,41,0.91,0.10000000149011612,-0.26,0.19,False,0.002,worst_case,0.8926380368098159,True
METH__LRP6,90,40,0.9,0.07999999821186066,-0.24,0.25,False,0.0,worst_case,0.8926380368098159,True
