feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__ASPH,100,50,1.0,0.23999999463558197,0.47,0.2,True,1.0,unimodal,0.71,True
TPM__SH3D19,100,50,1.0,0.2199999988079071,0.41,0.2,True,1.0,unimodal,0.71,True
TPM__LIMD2,100,50,1.0,0.17000000178813934,-0.38,0.2,True,1.0,unimodal,0.71,True
TPM__RPL10A,100,50,1.0,0.18000000715255737,-0.46,0.2,True,1.0,unimodal,0.71,True
TPM__KRTAP2-3,100,50,1.0,0.10999999940395355,0.43,0.2,True,1.0,unimodal,0.71,True
TPM__THBS1,100,50,1.0,0.2199999988079071,0.48,0.2,True,1.0,unimodal,0.71,True
TPM__SEPTIN6,100,50,1.0,0.2199999988079071,-0.43,0.23,True,1.0,unimodal,0.71,True
TPM__SNX7,100,50,1.0,0.20999999344348907,0.36,0.2,True,1.0,unimodal,0.71,True
TPM__MATN2,100,50,1.0,0.14000000059604645,0.38,0.2,True,1.0,unimodal,0.71,True
TPM__FHL2,100,50,1.0,0.23000000417232513,0.44,0.2,True,1.0,unimodal,0.71,True
TPM__CAPN2,100,50,1.0,0.25,0.47,0.22,True,1.0,unimodal,0.71,True
TPM__CD151,100,50,1.0,0.25,0.5,0.23,True,1.0,unimodal,0.71,True
TPM__TNFRSF12A,100,50,1.0,0.3100000023841858,0.52,0.21,True,1.0,unimodal,0.71,True
TPM__CTSD,100,50,1.0,0.20000000298023224,0.46,0.21,True,1.0,unimodal,0.71,True
TPM__PTPN7,100,50,1.0,0.27000001072883606,-0.34,0.23,True,1.0,unimodal,0.71,True
MUT__TP53,100,50,1.0,0.019999999552965164,0.23,0.2,True,1.0,unimodal,0.71,True
TPM__LIFR,100,50,1.0,0.07000000029802322,0.29,0.2,True,1.0,unimodal,0.71,True
TPM__FKBP9,100,50,1.0,0.27000001072883606,0.43,0.23,True,1.0,unimodal,0.71,True
TPM__GMFG,100,50,1.0,0.20999999344348907,-0.25,0.23,True,1.0,unimodal,0.71,True
TPM__CCN1,100,50,1.0,0.28999999165534973,0.52,0.21,True,1.0,unimodal,0.71,True
METH__AGAP2,100,50,1.0,0.23999999463558197,-0.37,0.21,True,1.0,unimodal,0.71,True
TPM__AMOTL2,100,50,1.0,0.30000001192092896,0.49,0.22,True,1.0,unimodal,0.71,True
TPM__ARHGAP9,100,50,1.0,0.27000001072883606,-0.44,0.22,True,1.0,unimodal,0.71,True
TPM__RPS3A,100,50,1.0,0.15000000596046448,-0.41,0.22,True,1.0,unimodal,0.71,True
TPM__PXDC1,100,50,1.0,0.23999999463558197,0.45,0.22,True,1.0,unimodal,0.71,True
