feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
METH__VAV3,98,48,0.98,0.029999999329447746,0.16,0.01,True,1.0,unimodal,0.71,True
TPM__DUS2,96,46,0.96,0.029999999329447746,-0.17,0.03,True,0.832,unimodal,0.71,True
CNV__FAT3,93,43,0.93,0.029999999329447746,0.17,0.19,True,0.053,unimodal,0.71,True
TPM__SLC27A5,92,42,0.92,0.029999999329447746,-0.16,0.06,False,0.013,worst_case,0.8961879200610998,True
TPM__ENTREP1,90,40,0.9,0.029999999329447746,0.2,0.11,False,0.0,worst_case,0.8961879200610998,True
