feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__NCKAP1L,100,50,1.0,0.18000000715255737,-0.35,0.22,True,1.0,unimodal,0.7,True
TPM__WASL,100,50,1.0,0.1599999964237213,0.37,0.23,True,1.0,unimodal,0.7,True
METH__PSMB8,100,50,1.0,0.05000000074505806,0.28,0.23,True,1.0,unimodal,0.7,True
METH__ACTN1,100,50,1.0,0.12999999523162842,-0.32,0.23,True,1.0,unimodal,0.7,True
TPM__ARHGAP9,100,50,1.0,0.1599999964237213,-0.32,0.22,True,1.0,unimodal,0.7,True
TPM__MFNG,100,50,1.0,0.12999999523162842,-0.26,0.22,True,1.0,unimodal,0.7,True
METH__EIF3K,100,50,1.0,0.18000000715255737,0.37,0.23,True,1.0,unimodal,0.7,True
TPM__PDE1B,100,50,1.0,0.12999999523162842,-0.33,0.23,True,1.0,unimodal,0.7,True
TPM__TRAF3IP3,100,50,1.0,0.17000000178813934,-0.34,0.24,True,1.0,unimodal,0.7,True
TPM__IKZF1,100,50,1.0,0.20999999344348907,-0.34,0.21,True,1.0,unimodal,0.7,True
METH__PTPN14,100,50,1.0,0.12999999523162842,-0.35,0.22,True,1.0,unimodal,0.7,True
TPM__FLI1,100,50,1.0,0.14000000059604645,-0.29,0.22,True,1.0,unimodal,0.7,True
TPM__P2RY8,100,50,1.0,0.17000000178813934,-0.29,0.23,True,1.0,unimodal,0.7,True
METH__CCM2,100,50,1.0,0.2199999988079071,0.42,0.25,True,1.0,unimodal,0.7,True
METH__SPATS2L,99,49,0.99,0.10999999940395355,-0.31,0.21,True,1.0,unimodal,0.7,True
METH__TEAD4,99,49,0.99,0.10999999940395355,-0.27,0.22,True,1.0,unimodal,0.7,True
METH__NRP1,99,49,0.99,0.12999999523162842,-0.37,0.26,True,1.0,unimodal,0.7,True
METH__PFN2,98,48,0.98,0.05999999865889549,-0.26,0.21,True,1.0,unimodal,0.7,True
METH__KLF4,97,47,0.97,0.12999999523162842,-0.3,0.22,True,0.992,unimodal,0.7,True
METH__LRP6,97,47,0.97,0.10000000149011612,-0.25,0.21,True,0.992,unimodal,0.7,True
METH__PCGF2,97,47,0.97,0.09000000357627869,-0.24,0.21,True,0.992,unimodal,0.7,True
METH__INTU,96,46,0.96,0.14000000059604645,-0.29,0.21,True,0.832,unimodal,0.7,True
METH__PKD1,95,45,0.95,0.029999999329447746,-0.11,0.22,True,0.458,unimodal,0.7,True
METH__ARHGEF10,94,44,0.94,0.10000000149011612,-0.24,0.21,True,0.181,unimodal,0.7,True
METH__LNPEP,93,43,0.93,0.10999999940395355,0.31,0.21,True,0.053,unimodal,0.7,True
METH__GAS2L1,92,42,0.92,0.07000000029802322,-0.2,0.24,False,0.013,worst_case,0.8897435897435897,True
METH__ZNF655,92,42,0.92,0.03999999910593033,0.14,0.21,False,0.013,worst_case,0.8897435897435897,True
