feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__NDST2,100,50,1.0,0.03999999910593033,-0.27,0.19,True,1.0,unimodal,0.71,True
METH__ZNF697,100,50,1.0,0.09000000357627869,-0.24,0.21,True,1.0,unimodal,0.71,True
TPM__MIR142HG,100,50,1.0,0.14000000059604645,-0.24,0.19,True,1.0,unimodal,0.71,True
METH__TEAD1,100,50,1.0,0.09000000357627869,-0.19,0.18,True,1.0,unimodal,0.71,True
METH__BAIAP2,100,50,1.0,0.019999999552965164,-0.15,0.21,True,1.0,unimodal,0.71,True
METH__CCM2,100,50,1.0,0.15000000596046448,0.38,0.19,True,1.0,unimodal,0.71,True
TPM__LINC01843,100,50,1.0,0.15000000596046448,0.42,0.18,True,1.0,unimodal,0.71,True
METH__PCGF2,100,50,1.0,0.09000000357627869,-0.23,0.18,True,1.0,unimodal,0.71,True
TPM__PIK3CG,100,50,1.0,0.14000000059604645,-0.33,0.21,True,1.0,unimodal,0.71,True
METH__CARD10,100,50,1.0,0.07000000029802322,-0.18,0.19,True,1.0,unimodal,0.71,True
METH__RAPH1,99,49,0.99,0.03999999910593033,-0.25,0.19,True,1.0,unimodal,0.71,True
METH__PARD3B,99,49,0.99,0.05999999865889549,-0.18,0.19,True,1.0,unimodal,0.71,True
METH__OLFML2B,98,48,0.98,0.05000000074505806,-0.19,0.19,True,1.0,unimodal,0.71,True
METH__LRP6,98,48,0.98,0.05000000074505806,-0.22,0.23,True,1.0,unimodal,0.71,True
METH__SETDB2,97,47,0.97,0.019999999552965164,0.21,0.2,True,0.992,unimodal,0.71,True
METH__TMEM93,94,44,0.94,0.05000000074505806,-0.16,0.18,True,0.181,unimodal,0.71,True
METH__SPAG9,93,43,0.93,0.05999999865889549,-0.21,0.19,True,0.053,unimodal,0.71,True
METH__GPAA1,91,41,0.91,0.05000000074505806,-0.21,0.18,False,0.002,worst_case,0.890745501285347,True
