feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__SNORA7B,98,48,0.98,0.0,-0.01,0.22,True,1.0,unimodal,0.71,True
METH__CEBPD,97,47,0.97,0.009999999776482582,-0.06,0.23,True,0.992,unimodal,0.71,True
METH__TSPAN9,97,47,0.97,0.009999999776482582,-0.07,0.21,True,0.992,unimodal,0.71,True
TPM__SNORD22,94,44,0.94,0.0,-0.06,0.21,True,0.181,unimodal,0.71,True
CNV__WRN,94,44,0.94,0.0,-0.06,0.22,True,0.181,unimodal,0.71,True
CNV__BCL2,93,43,0.93,0.0,-0.02,0.2,True,0.053,unimodal,0.71,True
CNV__FUBP1,93,43,0.93,0.009999999776482582,0.09,0.23,True,0.053,unimodal,0.71,True
CNV__NRP1,92,42,0.92,0.0,-0.04,0.23,False,0.013,worst_case,0.8975155279503105,True
CNV__BCL10,90,40,0.9,0.009999999776482582,0.1,0.24,False,0.0,worst_case,0.8975155279503105,True
