feature,selection_count,pair_count,cpss_score,r2,spearman,mutual_info,unimodal,diptest_pvalue,threshold_type,threshold_value,above_threshold
TPM__IKZF1,100,50,1.0,0.3100000023841858,-0.39,0.28,True,1.0,unimodal,0.71,True
TPM__PARVA,100,50,1.0,0.27000001072883606,0.49,0.27,True,1.0,unimodal,0.71,True
TPM__GPR39,99,49,0.99,0.27000001072883606,0.54,0.26,True,1.0,unimodal,0.71,True
TPM__SDC4,98,48,0.98,0.33000001311302185,0.55,0.27,True,1.0,unimodal,0.71,True
TPM__WAS,97,47,0.97,0.33000001311302185,-0.45,0.26,True,0.992,unimodal,0.71,True
TPM__TJP1,96,46,0.96,0.3100000023841858,0.46,0.24,True,0.832,unimodal,0.71,True
TPM__SH3D19,96,46,0.96,0.2800000011920929,0.48,0.23,True,0.832,unimodal,0.71,True
TPM__TM4SF1,96,46,0.96,0.25,0.49,0.23,True,0.832,unimodal,0.71,True
METH__LAMB2,96,46,0.96,0.23999999463558197,-0.21,0.27,True,0.832,unimodal,0.71,True
TPM__ASPH,95,45,0.95,0.27000001072883606,0.52,0.22,True,0.458,unimodal,0.71,True
TPM__EPHA2,94,44,0.94,0.3100000023841858,0.54,0.21,True,0.181,unimodal,0.71,True
TPM__KRT18,94,44,0.94,0.30000001192092896,0.53,0.24,True,0.181,unimodal,0.71,True
TPM__AMOTL2,94,44,0.94,0.30000001192092896,0.51,0.25,True,0.181,unimodal,0.71,True
TPM__SH3BP4,93,43,0.93,0.2800000011920929,0.45,0.24,True,0.053,unimodal,0.71,True
TPM__MIR142HG,92,42,0.92,0.3100000023841858,-0.32,0.26,False,0.013,worst_case,0.899002493765586,True
TPM__ABCC3,91,41,0.91,0.23999999463558197,0.53,0.21,False,0.002,worst_case,0.899002493765586,True
